"gene","Balbc.sig","Balbc.dir","Nude.sig","Nude.dir","SigCode","DirAgree","protein.name","submitted.name","pathway","protein.function","keywords"
"UniRef90_W4U476","sig","pos","not","neg","Balbc sig",FALSE,NA,"Aldose 1-epimerase",NA,NA,"Reference proteome"
"UniRef90_W4U488","sig","pos","not","neg","Balbc sig",FALSE,"DUF1534 domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4U4C2","sig","pos","not","pos","Balbc sig",TRUE,"Nif3-like dinuclear metal center hexameric protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4U4D1","sig","pos","sig","neg","Disagree",FALSE,"Carbamate kinase",NA,NA,NA,"Kinase;Reference proteome;Transferase"
"UniRef90_W4U4D5","sig","pos","not","pos","Balbc sig",TRUE,NA,"Oxidoreductase",NA,NA,"Reference proteome"
"UniRef90_W4U4F4","sig","pos","not","neg","Balbc sig",FALSE,NA,"Extracellular protease",NA,NA,"Hydrolase;Protease;Reference proteome"
"UniRef90_W4U4K8","sig","pos","not","neg","Balbc sig",FALSE,"DoxX family protein",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U4N0","sig","pos","not","pos","Balbc sig",TRUE,NA,"Carotenoid dehydrogenase",NA,NA,"Reference proteome"
"UniRef90_W4U4Z3","sig","pos","not","pos","Balbc sig",TRUE,NA,"ATPase",NA,NA,"ATP-binding;Nucleotide-binding;Reference proteome"
"UniRef90_W4U4Z4","sig","neg","NA","pos","Balbc sig",FALSE,"Cytochrome aa3 subunit 3",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U504","sig","pos","not","pos","Balbc sig",TRUE,NA,"Organic hydroperoxide resistance transcriptional regulator",NA,NA,"Reference proteome"
"UniRef90_W4U507","sig","pos","NA","pos","Balbc sig",TRUE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_W4U519","sig","pos","not","neg","Balbc sig",FALSE,"thiazole synthase",NA,"Cofactor biosynthesis; thiamine diphosphate biosynthesis","Catalyzes the rearrangement of 1-deoxy-D-xylulose 5-phosphate (DXP) to produce the thiazole phosphate moiety of thiamine. Sulfur is provided by the thiocarboxylate moiety of the carrier protein ThiS. In vitro, sulfur can be provided by H(2)S","Reference proteome;Thiamine biosynthesis"
"UniRef90_W4U5B6","sig","pos","not","pos","Balbc sig",TRUE,"mannose-6-phosphate isomerase",NA,NA,NA,"Isomerase;Metal-binding;Reference proteome;Zinc"
"UniRef90_W4U5E2","sig","pos","NA","pos","Balbc sig",TRUE,NA,"Molybdopterin biosynthesis protein",NA,NA,"Reference proteome"
"UniRef90_W4U5J3","sig","pos","not","neg","Balbc sig",FALSE,NA,"Glucose-1-phosphate adenylyltransferase","Glycan biosynthesis; glycogen biosynthesis",NA,"ATP-binding;Carbohydrate metabolism;Glycogen biosynthesis;Glycogen metabolism;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Transferase"
"UniRef90_W4U5L2","sig","pos","not","pos","Balbc sig",TRUE,"Outer membrane efflux protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4U5M7","sig","neg","not","pos","Balbc sig",FALSE,NA,"Dihydrolipoamide acyltransferase",NA,NA,"Acyltransferase;Reference proteome;Transferase"
"UniRef90_W4U5N4","sig","neg","NA","neg","Balbc sig",TRUE,"MFS transporter",NA,NA,NA,"Reference proteome"
"UniRef90_W4U5Q6","sig","neg","not","neg","Balbc sig",TRUE,"Transposase",NA,NA,NA,"Reference proteome"
"UniRef90_W4U5Q8","sig","pos","not","neg","Balbc sig",FALSE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_W4U5T2","sig","pos","sig","pos","Agree",TRUE,"orotidine-5'-phosphate decarboxylase",NA,"Pyrimidine metabolism; UMP biosynthesis via de novo pathway; UMP from orotate: step 2/2","Catalyzes the decarboxylation of orotidine 5'-monophosphate (OMP) to uridine 5'-monophosphate (UMP)","Lyase;Reference proteome"
"UniRef90_W4U5Y1","sig","pos","not","pos","Balbc sig",TRUE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_W4U5Z3","sig","pos","not","neg","Balbc sig",FALSE,"DUF2183 domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4U663","sig","pos","not","neg","Balbc sig",FALSE,NA,"Ribose operon repressor",NA,NA,"Reference proteome"
"UniRef90_W4U667","sig","pos","not","pos","Balbc sig",TRUE,NA,"Nitric-oxide reductase",NA,NA,"Reference proteome"
"UniRef90_W4U695","sig","pos","not","pos","Balbc sig",TRUE,"MFS transporter",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U6B2","sig","pos","not","neg","Balbc sig",FALSE,NA,"UbiC transcription regulator-associated",NA,NA,"DNA-binding;Reference proteome;Transcription;Transcription regulation"
"UniRef90_W4U6L2","sig","neg","NA","pos","Balbc sig",FALSE,"Pyridoxamine 5'-phosphate oxidase",NA,NA,NA,"Reference proteome"
"UniRef90_W4U6M3","sig","pos","not","neg","Balbc sig",FALSE,NA,"Galacto-N-biose-/lacto-N-biose I ABC transporter",NA,NA,"Reference proteome;Signal"
"UniRef90_W4U6S4","sig","pos","not","pos","Balbc sig",TRUE,NA,"Nucleoside ABC transporter",NA,NA,"Reference proteome"
"UniRef90_W4U6W0","sig","pos","not","pos","Balbc sig",TRUE,"Acyl-CoA transferase",NA,NA,NA,"Reference proteome"
"UniRef90_W4U722","sig","pos","not","pos","Balbc sig",TRUE,NA,"Uncharacterized protein",NA,NA,"Reference proteome;Signal"
"UniRef90_W4U732","sig","pos","not","neg","Balbc sig",FALSE,NA,"Dihydrolipoamide dehydrogenase",NA,NA,"Reference proteome"
"UniRef90_W4U757","sig","pos","not","pos","Balbc sig",TRUE,NA,"Glycerol-1-phosphate dehydrogenase",NA,NA,"Reference proteome"
"UniRef90_W4U776","sig","pos","not","pos","Balbc sig",TRUE,NA,"Ribonucleotide reductase",NA,NA,"Reference proteome"
"UniRef90_W4U7C0","sig","pos","not","pos","Balbc sig",TRUE,NA,"Dihydropyrimidine dehydrogenase",NA,NA,"Reference proteome"
"UniRef90_W4U7H8","sig","pos","not","pos","Balbc sig",TRUE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_W4U7K2","sig","pos","not","pos","Balbc sig",TRUE,"N5-carboxyaminoimidazole ribonucleotide mutase",NA,"Purine metabolism; IMP biosynthesis via de novo pathway; 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate from 5-amino-1-(5-phospho-D-ribosyl)imidazole (N5-CAIR route): step 2/2","Catalyzes the conversion of N5-carboxyaminoimidazole ribonucleotide (N5-CAIR) to 4-carboxy-5-aminoimidazole ribonucleotide (CAIR)","Isomerase;Purine biosynthesis;Reference proteome"
"UniRef90_W4U808","sig","pos","not","pos","Balbc sig",TRUE,"MATE family efflux transporter",NA,NA,NA,"Reference proteome"
"UniRef90_W4U836","sig","pos","not","pos","Balbc sig",TRUE,NA,"FHA domain protein",NA,NA,"Membrane;Phosphoprotein;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U846","sig","pos","not","pos","Balbc sig",TRUE,NA,"5'-nucleotidase",NA,NA,"Reference proteome"
"UniRef90_W4U8D4","sig","pos","not","neg","Balbc sig",FALSE,NA,"Pyruvate-flavodoxin oxidoreductase",NA,NA,"Pyruvate;Reference proteome"
"UniRef90_W4U8G5","sig","pos","not","neg","Balbc sig",FALSE,"Phosphopyruvate hydratase",NA,NA,NA,"Reference proteome"
"UniRef90_W4U8I7","sig","pos","sig","pos","Agree",TRUE,NA,"ABC transporter",NA,NA,"Reference proteome"
"UniRef90_W4U8M6","sig","pos","not","pos","Balbc sig",TRUE,NA,"6-phosphogluconate dehydrogenase",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U8N6","sig","pos","not","neg","Balbc sig",FALSE,NA,"Cytochrome c-type biogenesis protein CcdA",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U8Q0","sig","pos","not","pos","Balbc sig",TRUE,"UPF0056 membrane protein",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U8V4","sig","pos","not","pos","Balbc sig",TRUE,"Secreted protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4U8X5","sig","pos","not","neg","Balbc sig",FALSE,"DoxX family membrane protein",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U8Z5","sig","pos","not","neg","Balbc sig",FALSE,"YjgF_endoribonc domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4U8Z9","sig","neg","not","pos","Balbc sig",FALSE,"Integral membrane protein",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U913","sig","pos","not","pos","Balbc sig",TRUE,NA,"Transport ATP-binding protein CydD",NA,NA,"ATP-binding;Membrane;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U974","sig","pos","NA","neg","Balbc sig",FALSE,NA,"Porphobilinogen deaminase",NA,NA,"Reference proteome"
"UniRef90_W4U975","sig","neg","NA","pos","Balbc sig",FALSE,"Enoyl-CoA hydratase",NA,NA,NA,"Reference proteome"
"UniRef90_W4U976","sig","pos","not","neg","Balbc sig",FALSE,NA,"Transport ATP-binding protein CydC",NA,NA,"ATP-binding;Nucleotide-binding;Reference proteome"
"UniRef90_W4U985","sig","pos","not","neg","Balbc sig",FALSE,"Secreted protein",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U999","sig","pos","not","pos","Balbc sig",TRUE,NA,"3'-to-5' oligoribonuclease",NA,NA,"Reference proteome"
"UniRef90_W4U9B0","sig","pos","not","neg","Balbc sig",FALSE,NA,"GTP-binding protein TypA/BipA",NA,NA,"Reference proteome"
"UniRef90_W4U9D3","sig","pos","not","pos","Balbc sig",TRUE,NA,"ATP-binding protein Irp6C",NA,NA,"ATP-binding;Nucleotide-binding;Reference proteome"
"UniRef90_W4U9G7","sig","pos","not","pos","Balbc sig",TRUE,"7,8-dihydroneopterin aldolase",NA,"Cofactor biosynthesis; tetrahydrofolate biosynthesis; 2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate from 7,8-dihydroneopterin triphosphate: step 3/4","Catalyzes the conversion of 7,8-dihydroneopterin to 6-hydroxymethyl-7,8-dihydropterin","Folate biosynthesis;Lyase;Reference proteome"
"UniRef90_W4U9I6","sig","neg","sig","neg","Agree",TRUE,NA,"Poly(3-hydroxyalkanoate) depolymerase",NA,NA,"Reference proteome"
"UniRef90_W4U9J9","sig","neg","not","neg","Balbc sig",TRUE,"AraC family transcriptional regulator",NA,NA,NA,"Reference proteome"
"UniRef90_W4U9Y8","sig","pos","not","pos","Balbc sig",TRUE,NA,"Zinc protease",NA,NA,"Hydrolase;Protease;Reference proteome"
"UniRef90_W4UA14","sig","pos","not","neg","Balbc sig",FALSE,NA,"Methionine ABC transporter",NA,NA,"Reference proteome"
"UniRef90_W4UA38","sig","pos","not","neg","Balbc sig",FALSE,NA,"Response regulator receiver domain protein",NA,NA,"DNA-binding;Phosphoprotein;Reference proteome"
"UniRef90_W4UAF6","sig","pos","not","neg","Balbc sig",FALSE,"DUF3592 domain-containing protein",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4UAJ5","sig","pos","not","pos","Balbc sig",TRUE,"Protein of unassigned function",NA,NA,NA,"Reference proteome"
"UniRef90_W4UAN9","sig","pos","not","pos","Balbc sig",TRUE,NA,"MaoC like domain",NA,NA,"Reference proteome"
"UniRef90_W4UAT1","sig","pos","not","neg","Balbc sig",FALSE,NA,"Clusters with Methylmalonyl-CoA carboxyltransferase",NA,NA,"Coiled coil;Reference proteome;Transferase"
"UniRef90_W4UAY1","sig","pos","not","pos","Balbc sig",TRUE,NA,"Transporter permease",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4UAY5","sig","pos","not","neg","Balbc sig",FALSE,"Conserved integral membrane protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4UAZ9","sig","pos","not","pos","Balbc sig",TRUE,NA,"DNA-binding response regulator",NA,NA,"DNA-binding;Phosphoprotein;Reference proteome"
"UniRef90_W4UB34","sig","pos","not","neg","Balbc sig",FALSE,NA,"Cell division inhibitor",NA,NA,"Cell cycle;Cell division;Reference proteome"
"UniRef90_W4UB43","sig","pos","NA","neg","Balbc sig",FALSE,NA,"Phage-related protein",NA,NA,"Hydrolase;Nuclease;Reference proteome"
"UniRef90_W4UB47","sig","pos","NA","neg","Balbc sig",FALSE,"Transposase",NA,NA,NA,"Reference proteome"
"UniRef90_W4UB50","sig","pos","not","pos","Balbc sig",TRUE,NA,"Adhesion protein",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4UB53","sig","neg","not","neg","Balbc sig",TRUE,"Bacteriophage protein",NA,NA,NA,"Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4UBA5","sig","pos","not","neg","Balbc sig",FALSE,NA,"1-acyl-sn-glycerol-3-phosphate acyltransferase",NA,NA,"Acyltransferase;Reference proteome;Transferase"
"UniRef90_W4UBG1","sig","pos","not","pos","Balbc sig",TRUE,"50S ribosomal protein L16",NA,NA,"Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs","Reference proteome;Ribonucleoprotein;Ribosomal protein;RNA-binding;rRNA-binding;tRNA-binding"
"UniRef90_W4UBG8","sig","pos","not","pos","Balbc sig",TRUE,NA,"Transcriptional regulator",NA,NA,"DNA-binding;Reference proteome;Transcription;Transcription regulation"
"UniRef90_W4UBM6","sig","pos","not","pos","Balbc sig",TRUE,NA,"Thiamin-phosphate pyrophosphorylase",NA,NA,"Reference proteome"
"UniRef90_W4UBU9","sig","pos","NA","pos","Balbc sig",TRUE,"Siderophore-interacting protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4UBW6","sig","pos","sig","pos","Agree",TRUE,"Transposase",NA,NA,NA,"Reference proteome"
"UniRef90_W4UBY9","sig","pos","not","pos","Balbc sig",TRUE,"Transcriptional regulator",NA,NA,NA,"Reference proteome"
"UniRef90_W4UC05","sig","pos","not","pos","Balbc sig",TRUE,NA,"Sialidase",NA,NA,"Reference proteome"
"UniRef90_W4UC07","sig","pos","not","neg","Balbc sig",FALSE,NA,"Thiol peroxidase",NA,NA,"Oxidoreductase;Peroxidase;Reference proteome"
"UniRef90_W4UC45","sig","neg","NA","neg","Balbc sig",TRUE,NA,"Alpha-mannosidase",NA,NA,"Reference proteome"
"UniRef90_W4UC96","sig","pos","not","pos","Balbc sig",TRUE,NA,"Period circadian protein",NA,NA,"Reference proteome"
"UniRef90_W4UCE5","sig","pos","not","neg","Balbc sig",FALSE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_W4UCL7","sig","pos","not","pos","Balbc sig",TRUE,NA,"Maltose/maltodextrin ABC transporter",NA,NA,"Reference proteome"
"UniRef90_W4UCU0","sig","neg","NA","neg","Balbc sig",TRUE,"Peptide ABC transporter ATP-binding protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4UCV0","sig","pos","not","neg","Balbc sig",FALSE,NA,"DNA polymerase II",NA,NA,"Reference proteome"
"UniRef90_W4UCY7","sig","pos","sig","pos","Agree",TRUE,NA,"Na+ efflux ABC transporter",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4UCZ1","sig","pos","NA","neg","Balbc sig",FALSE,"Ribulose-phosphate 3-epimerase",NA,NA,NA,"Reference proteome"
"UniRef90_W4UCZ5","sig","pos","NA","neg","Balbc sig",FALSE,NA,"Metal-dependent hydrolase YbeY",NA,NA,"Endonuclease;Hydrolase;Metal-binding;Nuclease;Reference proteome;Zinc"
"UniRef90_W4UD33","sig","pos","not","pos","Balbc sig",TRUE,NA,"Excinuclease ABC subunit A",NA,NA,"ATP-binding;Cytoplasm;DNA damage;DNA excision;DNA repair;DNA-binding;Excision nuclease;Metal-binding;Nucleotide-binding;Reference proteome;Repeat;Zinc;Zinc-finger"
"UniRef90_W4UD77","sig","pos","not","neg","Balbc sig",FALSE,NA,"Oxidoreductase",NA,NA,"Reference proteome"
"UniRef90_W4UDS6","sig","pos","not","pos","Balbc sig",TRUE,NA,"Sialic acid utilization regulator",NA,NA,"Reference proteome"
"UniRef90_W4UEN3","sig","pos","NA","neg","Balbc sig",FALSE,"Secreted protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4UEN6","sig","pos","not","pos","Balbc sig",TRUE,"DUF4328 domain-containing protein",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4UER6","sig","pos","not","pos","Balbc sig",TRUE,"C2 domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4UEZ3","sig","pos","not","pos","Balbc sig",TRUE,NA,"4-hydroxy-2-oxoglutarate aldolase",NA,NA,"Reference proteome"
"UniRef90_W4UF71","sig","pos","NA","pos","Balbc sig",TRUE,"Transposase",NA,NA,NA,"Reference proteome"
"UniRef90_W4UF97","sig","pos","not","pos","Balbc sig",TRUE,"Membrane protein YqaA with SNARE-associated domain",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4UFX2","sig","pos","not","pos","Balbc sig",TRUE,NA,"Membrane-spanning protein",NA,NA,"Reference proteome"
"UniRef90_W4UGJ2","sig","pos","not","pos","Balbc sig",TRUE,NA,"DNA-directed RNA polymerase",NA,NA,"DNA-directed RNA polymerase;Reference proteome;Transcription"
"UniRef90_W4UGW9","sig","pos","not","pos","Balbc sig",TRUE,"Diguanylate cyclase",NA,NA,NA,"Reference proteome"
"UniRef90_W4UH15","sig","neg","NA","pos","Balbc sig",FALSE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_W4UH60","sig","pos","not","neg","Balbc sig",FALSE,NA,"Lysophospholipase L2",NA,NA,"Reference proteome"
"UniRef90_W4UHL4","sig","pos","not","pos","Balbc sig",TRUE,NA,"Inner membrane protein",NA,NA,"Reference proteome"
"UniRef90_W4UHV6","sig","pos","NA","neg","Balbc sig",FALSE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_W4UHX2","sig","pos","not","neg","Balbc sig",FALSE,NA,"Protoporphyrinogen IX oxidase",NA,NA,"Reference proteome"
"UniRef90_W4UI58","sig","pos","not","neg","Balbc sig",FALSE,NA,"Polyribonucleotide nucleotidyltransferase",NA,NA,"Coiled coil;Reference proteome;Transferase"
"UniRef90_W4UID0","sig","pos","not","neg","Balbc sig",FALSE,"SAF domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4UIR5","sig","pos","not","pos","Balbc sig",TRUE,"SRPBCC family protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4UIU2","sig","pos","not","pos","Balbc sig",TRUE,NA,"D-ornithine 4,5-aminomutase",NA,NA,"Reference proteome"
"UniRef90_W4UJ29","sig","pos","not","pos","Balbc sig",TRUE,NA,"Sucrose symporter",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4UJG0","sig","pos","sig","neg","Disagree",FALSE,"cyclic pyranopterin monophosphate synthase",NA,"Cofactor biosynthesis; molybdopterin biosynthesis",NA,"Molybdenum cofactor biosynthesis;Reference proteome"
"UniRef90_W4UJU2","sig","pos","not","neg","Balbc sig",FALSE,NA,"5-formyltetrahydrofolate cyclo-ligase",NA,NA,"Ligase;Reference proteome"
"UniRef90_W4UJZ4","sig","pos","not","pos","Balbc sig",TRUE,NA,"Phosphomethylpyrimidine kinase",NA,NA,"Kinase;Reference proteome;Transferase"
"UniRef90_W4UK45","sig","pos","not","pos","Balbc sig",TRUE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_W4UKN8","sig","pos","sig","neg","Disagree",FALSE,"C2H2-type domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4UKW5","sig","pos","not","neg","Balbc sig",FALSE,NA,"Myosin-crossreactive antigen",NA,NA,"Reference proteome"
"UniRef90_W4ULD3","sig","pos","not","neg","Balbc sig",FALSE,NA,"Cobalt-zinc-cadmium resistance protein",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport"
"UniRef90_W4ULF9","sig","pos","sig","pos","Agree",TRUE,NA,"Biotin carboxylase of acetyl-CoA carboxylase",NA,NA,"Biotin;Reference proteome"
"UniRef90_W4ULG6","sig","pos","not","pos","Balbc sig",TRUE,NA,"Myosin-crossreactive antigen",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4ULI6","sig","pos","not","neg","Balbc sig",FALSE,NA,"DNA polymerase III alpha subunit",NA,NA,"Reference proteome"
"UniRef90_W4UMA7","sig","pos","NA","neg","Balbc sig",FALSE,"Transcriptional regulator",NA,NA,NA,"Reference proteome"
"UniRef90_W4UD53","not","pos","sig","neg","Nude sig",FALSE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_Q6AAC7","not","pos","sig","neg","Nude sig",FALSE,"Peptidyl-tRNA hydrolase",NA,NA,"The natural substrate for this enzyme may be peptidyl-tRNAs which drop off the ribosome during protein synthesis","Cytoplasm;Hydrolase"
"UniRef90_F9NVN5","sig","neg","sig","pos","Disagree",FALSE,NA,"PTS family porter, EIIB",NA,NA,"Kinase;Phosphotransferase system;Sugar transport;Transferase;Transport"
"UniRef90_F9NV24","not","pos","sig","pos","Nude sig",TRUE,"Transcriptional regulator WhiB",NA,NA,"Acts as a transcriptional regulator. Probably redox-responsive. The apo- but not holo-form probably binds DNA","4Fe-4S;Cytoplasm;Disulfide bond;DNA-binding;Iron;Iron-sulfur;Metal-binding;Transcription;Transcription regulation"
"UniRef90_A0A3E2DP08","not","pos","sig","neg","Nude sig",FALSE,NA,NA,NA,NA,""
"UniRef90_W4TZC8","not","neg","sig","neg","Nude sig",TRUE,NA,"Low-affinity inorganic phosphate transporter",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport"
"UniRef90_W4U2A0","sig","neg","sig","pos","Disagree",FALSE,NA,"Maltose/maltodextrin ABC transporter",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport"
"UniRef90_A0A2B7ICD6","not","pos","sig","pos","Nude sig",TRUE,NA,"TlpA family protein disulfide reductase",NA,NA,"Cytochrome c-type biogenesis;Disulfide bond;Redox-active center"
"UniRef90_D4HCK0","NA","neg","sig","pos","Nude sig",FALSE,NA,NA,NA,NA,""
"UniRef90_A0A2B7JSF1","not","pos","sig","neg","Nude sig",FALSE,NA,NA,NA,NA,""
"UniRef90_D4HD13","not","pos","sig","neg","Nude sig",FALSE,NA,NA,NA,NA,""
"UniRef90_F3P1C3","not","neg","sig","pos","Nude sig",FALSE,NA,"LAO/AO transport system ATPase",NA,NA,""
"UniRef90_W4TU81","not","pos","sig","neg","Nude sig",FALSE,"Transposase",NA,NA,NA,"Reference proteome"
"UniRef90_W4U3H7","not","pos","sig","neg","Nude sig",FALSE,NA,"Transglutaminase-like enzymes",NA,NA,"Reference proteome"
"UniRef90_W4UCA1","not","pos","sig","neg","Nude sig",FALSE,NA,"ABC transporter-associated permease",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_A0A3A8VVE4","not","pos","sig","pos","Nude sig",TRUE,NA,NA,NA,NA,""
"UniRef90_A0A1N4UID8","not","pos","sig","neg","Nude sig",FALSE,NA,NA,NA,NA,""
"UniRef90_A0A371N487","not","pos","sig","neg","Nude sig",FALSE,NA,NA,NA,NA,""
"UniRef90_W4TGJ7","not","pos","sig","neg","Nude sig",FALSE,"Cytochrome c",NA,NA,NA,"Reference proteome"
"UniRef90_W4U330","not","pos","sig","neg","Nude sig",FALSE,NA,"Cytidine/deoxycytidylate deaminase/NUDIX/methyltransferase domains protein",NA,NA,"Methyltransferase;Reference proteome;Transferase"
"UniRef90_W4U3N5","not","pos","sig","neg","Nude sig",FALSE,NA,"Zinc ABC transporter",NA,NA,"Reference proteome"
"UniRef90_W4U4V7","not","pos","sig","neg","Nude sig",FALSE,"Transmembrane protein",NA,NA,NA,"Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix"
"UniRef90_W4U7M0","not","neg","sig","neg","Nude sig",TRUE,NA,"Uroporphyrinogen III decarboxylase",NA,NA,"Reference proteome"
"UniRef90_UPI00020DE366","not","pos","sig","pos","Nude sig",TRUE,NA,NA,NA,NA,""
"UniRef90_D1Y9U8","not","pos","sig","neg","Nude sig",FALSE,"MarR family transcriptional regulator",NA,NA,NA,""
"UniRef90_D4H9B8","NA","pos","sig","neg","Nude sig",FALSE,NA,NA,NA,NA,""
"UniRef90_E6D7P0","not","pos","sig","neg","Nude sig",FALSE,"Transposase",NA,NA,NA,""
"UniRef90_W4TK69","not","pos","sig","neg","Nude sig",FALSE,"Transposase",NA,NA,NA,"Reference proteome"
"UniRef90_W4TUL6","not","pos","sig","neg","Nude sig",FALSE,"Secreted protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4TZ27","not","pos","sig","neg","Nude sig",FALSE,"DNA-directed RNA polymerase",NA,NA,NA,"DNA-directed RNA polymerase;Nucleotidyltransferase;Reference proteome;Transcription;Transferase"
"UniRef90_W4U123","not","pos","sig","neg","Nude sig",FALSE,NA,"Siroheme synthase",NA,NA,"Reference proteome"
"UniRef90_W4UGC0","not","pos","sig","neg","Nude sig",FALSE,NA,"Long-chain-fatty-acid-CoA ligase",NA,NA,"Ligase;Reference proteome"
"UniRef90_U7M7X9","not","neg","sig","pos","Nude sig",FALSE,NA,NA,NA,NA,""
"UniRef90_A0A2B7JSG4","not","neg","sig","neg","Nude sig",TRUE,"DUF5753 domain-containing protein",NA,NA,NA,""
"UniRef90_A0A3A8VQK8","not","pos","sig","neg","Nude sig",FALSE,NA,NA,NA,NA,""
"UniRef90_A0A3D8ZMF3","not","pos","sig","neg","Nude sig",FALSE,NA,NA,NA,NA,""
"UniRef90_D4HAT0","not","pos","sig","neg","Nude sig",FALSE,NA,NA,NA,NA,""
"UniRef90_E6D603","NA","pos","sig","neg","Nude sig",FALSE,"Transcriptional regulator",NA,NA,NA,""
"UniRef90_E6D6T2","not","pos","sig","neg","Nude sig",FALSE,"MOSC domain-containing protein",NA,NA,NA,""
"UniRef90_E6D6T7","not","pos","sig","neg","Nude sig",FALSE,"Transposase",NA,NA,NA,""
"UniRef90_E6D9B7","not","pos","sig","neg","Nude sig",FALSE,"Transposase",NA,NA,NA,""
"UniRef90_W4TR81","not","neg","sig","neg","Nude sig",TRUE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_D1YCZ4","not","pos","sig","neg","Nude sig",FALSE,"Alcohol dehydrogenase",NA,NA,NA,""
"UniRef90_D4HEH1","not","pos","sig","neg","Nude sig",FALSE,NA,NA,NA,NA,""
"UniRef90_F3P312","not","pos","sig","neg","Nude sig",FALSE,NA,"Precorrin 6A synthase",NA,NA,"Methyltransferase;S-adenosyl-L-methionine;Transferase"
"UniRef90_W4TIW9","not","neg","sig","neg","Nude sig",TRUE,"Protein of unassigned function",NA,NA,NA,"Reference proteome"
"UniRef90_W4TLJ3","not","pos","sig","neg","Nude sig",FALSE,NA,"3-oxoacyl-[acyl-carrier protein] reductase",NA,NA,"Reference proteome"
"UniRef90_W4U2V2","not","pos","sig","neg","Nude sig",FALSE,NA,"Membrane proteins related to metalloendopeptidases",NA,NA,"Reference proteome"
