"concentration","sample","SequencingCenter","tissue_or_organ_of_origin","TCGA.code","platform","tissue_source_site","ffpe.status","file_id.expression","artbatch"
0.17,"8fab1d2f-8ee8-4b7e-bbc1-4f1e6e359160","UNC","Colon, NOS","THCA","Illumina","Memorial Sloan Kettering",FALSE,"dd09e91b-72ce-483f-9eda-decd47442d9e","Memorial Sloan KetteringFALSE"
0.15,"e8126ce4-6b89-470b-b199-f62148bfbc09","UNC","Upper lobe, lung","THCA","Illumina","Johns Hopkins",FALSE,"d7bea132-4b45-4f6a-992d-717853ecd59e","Johns HopkinsFALSE"
0.16,"43815104-e8b0-4b99-a641-6f95e61d4a8b","UNC","Upper lobe, lung","THCA","Illumina","ILSBio",FALSE,"606d6e42-5d74-46e0-90f8-85d896f152b4","ILSBioFALSE"
0.15,"5f04a92b-213a-4b03-8128-9c365813f0b5","UNC","Lower lobe, lung","THCA","Illumina","MD Anderson",FALSE,"9fee5fb2-b20e-4e8d-b6ed-a2ba06b487b0","MD AndersonFALSE"
0.16,"9187a6c1-45f2-46d7-b341-acd2a9e89352","UNC","Rectum, NOS","THCA","Illumina","University Of Michigan",FALSE,"ae8c585e-226d-48c0-82ff-98f18f82a750","University Of MichiganFALSE"
0.16,"20930837-2b34-42cb-b4be-16062b196c2f","UNC","Upper lobe, lung","THCA","Illumina","MD Anderson",FALSE,"8bc34a9e-6a2e-4a0e-813d-925b21de761a","MD AndersonFALSE"
0.18,"0dd7f529-c9dc-48f9-8686-981474444201","UNC","Lower lobe, lung","THCA","Illumina","University of Pittsburgh",FALSE,"1f9ea4b8-47fa-48cf-b0f3-c1068705e89f","University of PittsburghFALSE"
0.16,"9b19146d-83e2-4b9c-8a6e-9799c53db5bf","UNC","Upper lobe, lung","THCA","Illumina","Christiana Healthcare",FALSE,"98117952-6a86-4c81-8e40-8b728ab846f5","Christiana HealthcareFALSE"
0.18,"e04d05d3-3fb4-4338-96ba-55f471173f8a","UNC","Lower lobe, lung","THCA","Illumina","University Health Network",FALSE,"5daf25b8-c48d-490a-ad91-2345d311f924","University Health NetworkFALSE"
0.17,"455698f1-6e58-40b8-b793-ee75f0c8b46f","UNC","Rectosigmoid junction","THCA","Illumina","Ohio State University",FALSE,"b9a17916-fa57-4cca-a19a-23b37215b222","Ohio State UniversityFALSE"
0.15,"9e90e01c-76ae-487f-bdc4-f7598f4b39cc","UNC","Upper lobe, lung","THCA","Illumina","University Health Network",FALSE,"8a49f75c-a0f3-47e1-b54c-d521122107bb","University Health NetworkFALSE"
0.18,"8de1944b-f446-4a99-b0f1-00a80bb61c73","UNC","Rectum, NOS","THCA","Illumina","Memorial Sloan Kettering",FALSE,"e604cb85-8da0-4091-bdf5-24ba63d3d7ba","Memorial Sloan KetteringFALSE"
0.16,"92294615-6ccb-4a4c-88cf-be3ae86e983b","UNC","Upper lobe, lung","THCA","Illumina","University of Miami",FALSE,"8abe7b3f-5ade-4a97-a025-03209eb7c893","University of MiamiFALSE"
0.15,"b61c38c7-7386-4531-87db-7e76feac59c7","UNC","Rectum, NOS","THCA","Illumina","University of Miami",FALSE,"ac1750be-a8c0-49b1-8549-f0e8bc40d419","University of MiamiFALSE"
0.17,"fd7741df-b309-45b9-bdbd-1e2722b19143","UNC","Upper lobe, lung","THCA","Illumina","University Health Network",FALSE,"f1704dd1-8bb4-4a18-b35b-1b7c87f32f9d","University Health NetworkFALSE"
0.16,"3615622d-9ebf-4247-9641-be586798ef9e","UNC","Rectosigmoid junction","THCA","Illumina","MD Anderson",FALSE,"62100cb8-aa4a-402c-956e-437943be2223","MD AndersonFALSE"
0.16,"a2c04fbc-74e7-4d72-b5e9-9f92956225a9","UNC","Upper lobe, lung","THCA","Illumina","University of North Carolina",FALSE,"03a80611-8b1b-4910-86bc-12c31d6049e2","University of North CarolinaFALSE"
0.17,"dbba2a2f-1340-47e9-bf6f-073b88766e8a","UNC","Rectum, NOS","THCA","Illumina","University of Pittsburgh",FALSE,"7dffb28d-fdbe-4b16-8478-2640bb9552a5","University of PittsburghFALSE"
0.16,"69412b10-629f-40ff-91f8-e3cbdd783ba1","UNC","Overlapping lesion of lung","THCA","Illumina","Johns Hopkins",FALSE,"4e7ad4e2-556b-43c5-834b-6a443c67c4c8","Johns HopkinsFALSE"
0.16,"74fb782d-55ad-4a51-8fc6-7ee34f157cc6","UNC","Lower lobe, lung","THCA","Illumina","Ohio State University",FALSE,"60ebb5b6-b106-4736-99c6-2c745a57f574","Ohio State UniversityFALSE"
0.15,"ced46bb0-f519-497a-80a3-88ecf3d009fb","UNC","Rectosigmoid junction","THCA","Illumina","Medical College of Georgia",FALSE,"0a3ea7aa-d792-4cc5-b576-5feb9292d600","Medical College of GeorgiaFALSE"
0.17,"4475abb3-2de1-46e6-b250-2b8ddc04a215","UNC","Upper lobe, lung","THCA","Illumina","Johns Hopkins",FALSE,"70cb5988-b96d-4042-b6bf-18c706892393","Johns HopkinsFALSE"
0.15,"3ab37212-a1ef-4442-b32b-491b0038d267","UNC","Cecum","LUAD","Illumina","Indivumed",FALSE,"ea158eb6-3b33-4047-a20e-886e1b6800b5","IndivumedFALSE"
0.14,"0e69422c-e040-42dd-b87f-f296f81e2468","UNC","Pancreas, NOS","LUAD","Illumina","International Genomics Consortium",FALSE,"bce2cfd3-974e-4b92-b7d8-7c9f62d8a58b","International Genomics ConsortiumFALSE"
0.14,"6471de74-1f38-4ecb-a50c-ddde4c7abe17","UNC","Thyroid gland","LUAD","Illumina","St Joseph's Medical Center (MD)",FALSE,"5c1e1592-0075-4b8f-a36d-13a8bd3d4b32","St Joseph's Medical Center (MD)FALSE"
0.14,"d6cbd9fc-6e44-46cc-a263-e53212e6229e","UNC","Cecum","LUAD","Illumina","International Genomics Consortium",FALSE,"4331c78f-f4b3-40d6-bf1c-5e31cd2d267d","International Genomics ConsortiumFALSE"
0.16,"f20e7c24-523d-48ac-bdd3-fff75a32f67b","UNC","Colon, NOS","LUAD","Illumina","Washington University - NYU",FALSE,"f69b8a27-b878-4a92-a736-1db1105d7e07","Washington University - NYUFALSE"
0.15,"50ace914-b1ed-4c7d-b2e4-7b79cc2a117f","UNC","Head of pancreas","LUAD","Illumina","Washington University - Cleveland Clinic",FALSE,"1e1d4025-539f-481f-a990-ebe24f401e92","Washington University - Cleveland ClinicFALSE"
0.15,"8a9524a4-32bf-4c5a-b48e-00ab2b51bfd5","UNC","Rectosigmoid junction","LUAD","Illumina","International Genomics Consortium",FALSE,"c4e26d99-1532-495a-aba2-2bcc3fc77792","International Genomics ConsortiumFALSE"
0.15,"9e9e6d41-ed67-4769-8afd-aa286b9c2d22","UNC","Head of pancreas","LUAD","Illumina","Indivumed",FALSE,"920d5952-c102-47c4-9675-6340de8afae5","IndivumedFALSE"
0.15,"7c125425-21d5-4700-95d8-977cca275718","UNC","Upper lobe, lung","PAAD","Illumina","Alberta Health Services",FALSE,"cbbe7734-9015-492a-99af-1d5b86ebb078","Alberta Health ServicesFALSE"
0.15,"40f0b900-634f-4c43-a2e0-625d12bfefab","UNC","Lower lobe, lung","PAAD","Illumina","UNC",FALSE,"c9b82d8b-e041-42c2-87ed-edb1603e3caa","UNCFALSE"
0.15,"3a91a069-a53d-4a56-8163-ff9c62cb104f","UNC","Upper lobe, lung","PAAD","Illumina","Asterand",FALSE,"9a7c9567-5d22-4017-97bc-25300d2eac45","AsterandFALSE"
0.16,"86b0c895-2d38-497b-a1c1-f1a442c3bdce","UNC","Middle lobe, lung","PAAD","Illumina","Alberta Health Services",FALSE,"d257277b-072f-4b6c-bead-07332de2a533","Alberta Health ServicesFALSE"
0.17,"8f6be679-97e9-4e12-b5c0-67804fd706d3","UNC","Upper lobe, lung","SKCM","Illumina","Asterand",FALSE,"a12a80f5-2752-4b29-a0c7-20e489f820d1","AsterandFALSE"
0.16,"bf229e91-838f-45bc-a008-7a14a47ba809","UNC","Lower lobe, lung","SKCM","Illumina","Asterand",FALSE,"5d7b1e1f-7cae-4381-88c5-185395ced873","AsterandFALSE"
0.15,"2db0eaeb-8be8-47d3-b41e-f599e6aad425","UNC","Middle lobe, lung","SKCM","Illumina","Essen",FALSE,"d818fd83-05e4-4fb1-8dc0-3ce8a7ff949d","EssenFALSE"
0.17,"86241098-d116-40f9-a6e7-f33870930eaa","UNC","Lower lobe, lung","SKCM","Illumina","Cureline",FALSE,"55ad9af2-354e-4848-b398-dc91244db715","CurelineFALSE"
0.18,"7860c271-7996-4c37-a04b-a4ed9104af61","UNC","Upper lobe, lung","SKCM","Illumina","Asterand",FALSE,"3064ab88-3149-4476-b651-04494afd6790","AsterandFALSE"
0.17,"4e594926-2e5e-4cf6-8cfe-375f972046df","UNC","Lower lobe, lung","SKCM","Illumina","Asterand",FALSE,"d4b8d7a5-e008-48cb-ae1a-faeae8884eef","AsterandFALSE"
0.18,"bf8fd43b-1819-444a-9d03-c2a0a754d101","UNC","Upper lobe, lung","SKCM","Illumina","University of Puerto Rico",FALSE,"6ce930f6-0637-4fc2-b37b-315a7c6495b4","University of Puerto RicoFALSE"
0.16,"eb336cdf-2e64-41f1-bc4c-67a13fe26e29","UNC","Upper lobe, lung","SKCM","Illumina","Asterand",FALSE,"ce99ea4a-83dd-405f-8591-408b844b92b0","AsterandFALSE"
0.18,"305e9503-fe22-4f27-b942-491b06b65392","UNC","Lower lobe, lung","SKCM","Illumina","Asterand",FALSE,"7c4e44ad-72cd-4a50-a441-67fffc0c7462","AsterandFALSE"
0.16,"eebe5be1-65b1-4c44-8d68-9b53ac8b8fe0","UNC","Upper lobe, lung","SKCM","Illumina","University of Pittsburgh",FALSE,"c905ff4a-e7d1-4fc9-a5b2-7a14af398017","University of PittsburghFALSE"
0.17,"69a20f2e-05de-454d-a6a5-58e8ef22c78b","UNC","Lower lobe, lung","SKCM","Illumina","University of Pittsburgh",FALSE,"aea96a2b-d694-4469-95a9-48bb798b6726","University of PittsburghFALSE"
0.18,"64708328-f53c-4086-9877-94f5fdcfc24e","UNC","Lower lobe, lung","SKCM","Illumina","Asterand",FALSE,"2dbaab1e-01bc-4092-97cb-cd1e05f87697","AsterandFALSE"
0.17,"d5c6cf08-d640-43ba-8aa4-be5c901d2d79","UNC","Main bronchus","SKCM","Illumina"," Capital Biosciences",FALSE,"09de7f02-6eb1-4a30-af48-e55d0b685154"," Capital BiosciencesFALSE"
0.16,"4d6f1996-5e86-4118-9b15-be129b5e7a2c","UNC","Middle lobe, lung","SKCM","Illumina","Cureline",FALSE,"52d4c59d-38bd-4b5e-a803-d5baa60b9d25","CurelineFALSE"
0.16,"bf09ce2a-7a6c-4458-8e7b-e0e7cd2c9caf","UNC","Upper lobe, lung","SKCM","Illumina","Asterand",FALSE,"551b56a7-0dc5-40a6-95d0-3db04abf9d75","AsterandFALSE"
0.16,"5b1edb17-accd-4c9f-8de6-93406ba91d3a","UNC","Upper lobe, lung","SKCM","Illumina","Asterand",FALSE,"7b1e03e4-05bc-4bd9-8ac6-580c1c8607c6","AsterandFALSE"
0.17,"65e4f2a7-ae26-4997-8ff8-f60cacc02b1a","UNC","Upper lobe, lung","SKCM","Illumina","Asterand",FALSE,"dcf28138-3014-4ce5-b5d9-4d3cea9cd7f8","AsterandFALSE"
0.18,"96d2a29b-227c-4046-8a44-8998a8463919","UNC","Lower lobe, lung","SKCM","Illumina","Cureline",FALSE,"9e99bcad-3120-48a8-8863-39e2d3c66fd7","CurelineFALSE"
0.15,"6d1a8ac9-5693-4897-98d8-ba992b29ddfa","UNC","Upper lobe, lung","SKCM","Illumina","Asterand",FALSE,"6986b7dc-25ed-4ae9-81b4-0892474d9e67","AsterandFALSE"
0.16,"3dc1110b-d5c5-42ab-8f20-ee1525eca965","UNC","Upper lobe, lung","SKCM","Illumina","Asterand",FALSE,"d7922d0b-9166-447d-8923-97e5635028f1","AsterandFALSE"
0.16,"33f44b7e-d9bb-406c-82d4-ccd305ea3379","UNC","Lung, NOS","SKCM","Illumina","University of Pittsburgh",FALSE,"5f3d5c71-d689-4c9e-b0c3-ff0b12d7e217","University of PittsburghFALSE"
0.15,"8ef1e9b7-ab60-431e-8c85-80e637871f36","UNC","Lower lobe, lung","SKCM","Illumina","Roswell",FALSE,"9e35e76b-d4b7-4ebf-be97-818339878901","RoswellFALSE"
0.16,"13ca1eb2-96f0-4cf6-aa75-30e86efcb949","UNC","Lower lobe, lung","SKCM","Illumina","Cureline",FALSE,"419e239b-507d-4652-8e43-6791a16ebd36","CurelineFALSE"
0.17,"02c094b4-0038-4fc6-b57b-883a57c1160a","UNC","Upper lobe, lung","SKCM","Illumina","Asterand",FALSE,"ed3c35a0-6c09-498a-9c6f-1c90ea5506cb","AsterandFALSE"
0.18,"7f7ca434-9169-4216-b724-175fb47f39e8","UNC","Lower lobe, lung","SKCM","Illumina","Asterand",FALSE,"c0a25224-03ae-4cb4-9dec-49c16e9ffd68","AsterandFALSE"
0.18,"dc1a1d6f-e42f-4f83-bbfe-9faf9413f230","UNC","Upper lobe, lung","SKCM","Illumina","Greater Poland Cancer Center",FALSE,"93b74c16-3eef-42ae-a7e9-87bbab49e7e0","Greater Poland Cancer CenterFALSE"
0.15,"428bcb5e-8596-43cf-b50d-85c28f784f5c","UNC","Upper lobe, lung","SKCM","Illumina","Asterand",FALSE,"7903287a-76d6-43d7-a758-89fbc6ae24d4","AsterandFALSE"
0.17,"8429f92d-c983-4aba-962d-9d4c0ea4661a","UNC","Upper lobe, lung","SKCM","Illumina","Asterand",FALSE,"2f84b51a-557f-4fc4-ad33-cb834db5dbcf","AsterandFALSE"
0.17,"999c9d03-c276-4938-a5c5-2af1bce47fac","UNC","Upper lobe, lung","SKCM","Illumina","Ontario Institute for Cancer Research (OICR)",FALSE,"45111d8d-d6f8-41c1-9845-b126f6990388","Ontario Institute for Cancer Research (OICR)FALSE"
0.17,"de5d817f-c7c0-4324-a045-a01047d99cd5","UNC","Lower lobe, lung","SKCM","Illumina","ABS - IUPUI",FALSE,"a065e380-7221-4afd-aa4b-dfed4036b35f","ABS - IUPUIFALSE"
0.15,"79f43dc8-a404-4243-a028-e91d423113f4","UNC","Upper lobe, lung","SKCM","Illumina","University of North Carolina",FALSE,"39bba4c0-454a-4f9a-90a1-31324b997536","University of North CarolinaFALSE"
0.15,"c9058618-5c17-49cc-a4e6-dc1e60d9634a","UNC","Upper lobe, lung","SKCM","Illumina","Cureline",FALSE,"7fea0ed2-af73-4bd5-909d-185b715eabee","CurelineFALSE"
0.17,"e1cf7f30-fa64-4b3a-ae10-9aa591b84099","UNC","Upper lobe, lung","SKCM","Illumina","Roswell",FALSE,"a1b244c6-930c-43fa-a390-8ad0f9fbede0","RoswellFALSE"
0.17,"60d523f8-46e1-499f-aaec-fe4d62cd02d5","UNC","Lower lobe, lung","SKCM","Illumina","Cureline",FALSE,"a725b7cd-5f33-487d-ad5e-93a89eef3ac2","CurelineFALSE"
0.16,"95141faa-bb9f-4ab6-90ec-2fc59ed061b7","UNC","Upper lobe, lung","SKCM","Illumina","Asterand",FALSE,"b5586508-eb48-4408-b48b-9bd29aa44717","AsterandFALSE"
0.16,"da5c5e1f-c8ab-4592-b877-a616828e0b1e","UNC","Upper lobe, lung","SKCM","Illumina","Asterand",FALSE,"0ce07caa-e0e8-4fec-8d81-c2e80b3dc0ba","AsterandFALSE"
0.18,"c47d943f-6b57-4acb-9d9e-88df199f20f5","UNC","Upper lobe, lung","SKCM","Illumina","Cureline",FALSE,"85e08426-9659-4f82-ada0-6146ea6ee652","CurelineFALSE"
0.18,"78017620-cf38-489d-8f98-79b2e57fa0b7","UNC","Upper lobe, lung","SKCM","Illumina","Cureline",FALSE,"a1ea1f0f-c6ce-42e9-8a0a-7e49f0b0960a","CurelineFALSE"
0.18,"601411d7-40d4-4cc3-9214-94280e96f0ff","UNC","Lung, NOS","SKCM","Illumina","Asterand",FALSE,"90aa03fd-0376-4dcc-82e1-62d59c26932c","AsterandFALSE"
0.18,"f0ece3c8-d61c-43ed-a1d2-88e2cac9b775","UNC","Lower lobe, lung","SKCM","Illumina","Yale",FALSE,"f59a947c-b61d-4b38-af86-f2e1b49b8f31","YaleFALSE"
0.18,"2c8fb8b5-7b00-45a9-a0c5-51aa226a3bbe","UNC","Lower lobe, lung","SKCM","Illumina"," Capital Biosciences",FALSE,"2780fc78-fe98-46d8-bd99-5ce55fe24294"," Capital BiosciencesFALSE"
0.15,"4a66f7d5-2e79-46d4-ad8f-8cf9b977f063","UNC","Lower lobe, lung","SKCM","Illumina","Greater Poland Cancer Center",FALSE,"ab2bde6b-b2c7-4aa3-83af-01697decef6a","Greater Poland Cancer CenterFALSE"
0.16,"920b5c14-f2b6-4dc5-a534-fc94af22b2d9","UNC","Upper lobe, lung","SKCM","Illumina","Asterand",FALSE,"bace527b-032a-4bfe-834a-24b06a2892ee","AsterandFALSE"
0.17,"38ab95d4-eaf6-4a73-9e15-7cee61a6f2b0","UNC","Upper lobe, lung","SKCM","Illumina","Asterand",FALSE,"56f1ec64-ac88-4b1b-aa90-110d6eff1dbc","AsterandFALSE"
0.15,"451f8f39-b158-4ebc-9a74-88b5d4b937af","UNC","Upper lobe, lung","SKCM","Illumina","Asterand",FALSE,"c9c0493a-a968-497e-8219-8670c1ddb86c","AsterandFALSE"
0.18,"16b286f9-a26e-4ee7-9357-3b56aa8a0f85","UNC","Upper lobe, lung","SKCM","Illumina","Greater Poland Cancer Center",FALSE,"7ef26979-232a-455a-b48f-4ede49b82c38","Greater Poland Cancer CenterFALSE"
0.18,"88648951-f6db-4373-9b0e-a99f2d096c03","UNC","Lower lobe, lung","SKCM","Illumina","Asterand",FALSE,"47a01e28-043e-4166-bc2f-417dd81eb3ef","AsterandFALSE"
0.16,"d973aee6-29e3-47b2-90bf-422b4559e9e3","UNC","Upper lobe, lung","SKCM","Illumina","Asterand",FALSE,"70ec1f88-5d24-4171-8f1d-bde0c674a302","AsterandFALSE"
0.15,"4102c187-73d7-4cba-866a-7dea68ffcbe9","UNC","Lower lobe, lung","SKCM","Illumina","Asterand",FALSE,"714b21c1-331d-46d0-8819-ed637e1783df","AsterandFALSE"
0.18,"c8fe7f32-9951-4b58-8c03-d690f9201058","UNC","Lower lobe, lung","SKCM","Illumina","Greater Poland Cancer Center",FALSE,"ed5704d6-0460-469c-a637-1ca95fd3996b","Greater Poland Cancer CenterFALSE"
0.16,"431ac9a0-af0c-49a0-aad8-194f9fc88884","UNC","Lower lobe, lung","SKCM","Illumina","Asterand",FALSE,"91afb970-6b68-451e-be51-ea58062b5319","AsterandFALSE"
0.15,"0b9d3190-0dc4-41df-95c1-865bcc91f399","UNC","Upper lobe, lung","SKCM","Illumina","Asterand",FALSE,"66399375-213c-49e2-9d98-28d6807c7eb6","AsterandFALSE"
0.15,"10621975-cd62-4863-be47-c94e8d9d5ee9","UNC","Lower lobe, lung","SKCM","Illumina"," Norfolk and Norwich Hospital",FALSE,"51f8c604-e7a6-432c-9ea0-f399cc28b681"," Norfolk and Norwich HospitalFALSE"
0.18,"fc1b0b45-fa6a-4b4c-b8f7-62c34de3eaf7","UNC","Lower lobe, lung","SKCM","Illumina","ABS - IUPUI",FALSE,"55d45144-a0fe-42a7-a115-273f82d92e14","ABS - IUPUIFALSE"
0.16,"6ca173bb-7860-4fbd-8f1c-65b76888b979","UNC","Upper lobe, lung","SKCM","Illumina","Cureline",FALSE,"30e477d2-ce49-4328-b504-6ce3b7311069","CurelineFALSE"
0.18,"c28e77c2-c865-4b35-862c-5370a8ae0d48","UNC","Upper lobe, lung","SKCM","Illumina"," Capital Biosciences",FALSE,"dfd3d727-c419-46d4-88cf-bc615ad61af7"," Capital BiosciencesFALSE"
0.16,"4394525a-bc5a-45f3-be9d-27e5d352648e","UNC","Upper lobe, lung","SKCM","Illumina","Cureline",FALSE,"159427e4-64ea-4627-90a2-8c6f605475bc","CurelineFALSE"
0.16,"2a4777df-4673-4980-9c75-c4660dc3c366","UNC","Upper lobe, lung","SKCM","Illumina","Asterand",FALSE,"aab19be1-7f17-451d-aac3-8ba5158c3481","AsterandFALSE"
0.16,"5f466e42-441f-4a45-8dc2-1478d7157957","UNC","Upper lobe, lung","SKCM","Illumina","Asterand",FALSE,"83e69093-b6c4-43b7-bf87-5d3d9a12b27d","AsterandFALSE"
0.17,"b9646150-a277-46de-927e-4707d31cffcb","UNC","Lower lobe, lung","SKCM","Illumina","Cureline",FALSE,"08108c5d-b4c6-4660-a35c-7602e0522d4c","CurelineFALSE"
0.15,"dde998d3-f803-4c0d-a8e2-b8732e18f6a5","UNC","Upper lobe, lung","SKCM","Illumina","Asterand",FALSE,"837802dc-d4d2-47cd-a575-f0dd6cab1389","AsterandFALSE"
0.17,"3205896d-4679-4621-ab42-f92ca47a47ee","UNC","Lower lobe, lung","SKCM","Illumina","Asterand",FALSE,"e1ee4de1-015d-40e1-8926-8ea92802eae6","AsterandFALSE"
0.17,"1f789ef3-5460-498c-909b-5b119bdd7c30","UNC","Lower lobe, lung","SKCM","Illumina","University of Miami",FALSE,"3c67bdfa-b6be-4d35-9964-24b4d5058c04","University of MiamiFALSE"
0.17,"871818ae-13d1-40ec-9391-f8f83ca64210","UNC","Upper lobe, lung","SKCM","Illumina","Asterand",FALSE,"ded666d5-abcb-4fa6-859e-2e15d00b89c7","AsterandFALSE"
0.17,"ea671501-4f4c-4f51-ae77-2e78da4b16c0","UNC","Lower lobe, lung","SKCM","Illumina","International Genomics Consortium",FALSE,"9d61868f-d8c5-46a5-bf7f-9ffc6188aabe","International Genomics ConsortiumFALSE"
0.16,"7b01aba9-3091-4b3c-8cfe-8e94a81a2ee4","UNC","Lower lobe, lung","SKCM","Illumina","University of Pittsburgh",FALSE,"a52ece59-cddf-4a5b-830d-42441b7784b2","University of PittsburghFALSE"
0.18,"334f18a4-8a32-431d-9743-c2f71e50f6ab","UNC","Upper lobe, lung","SKCM","Illumina"," Capital Biosciences",FALSE,"611eebc4-a9e2-45c5-a524-02e62e4d77a8"," Capital BiosciencesFALSE"
0.16,"8e7a6516-cbb0-49f5-956d-4ec95949480a","UNC","Upper lobe, lung","SKCM","Illumina","Asterand",FALSE,"da5823b8-a308-4ce5-b02e-401fec0c64e5","AsterandFALSE"
0.17,"0ca15ae4-f70a-4af2-b201-0719b708b4b8","UNC","Thyroid gland","LUSC","Illumina","Washington University - Alabama",FALSE,"a8c856ca-319b-4822-8b0f-5d35aebeef45","Washington University - AlabamaFALSE"
0.18,"b127e09d-d23b-494d-af0c-9cd2132a17e5","UNC","Lower lobe, lung","LUSC","Illumina","Washington University - NYU",FALSE,"9e729cc9-60fd-452f-b51c-e28cea633393","Washington University - NYUFALSE"
0.14,"73e7a49e-87fd-4809-a076-1394a1a619a2","UNC","Thyroid gland","LUSC","Illumina","Asterand",FALSE,"807be468-2372-4d3f-982c-e6b719e23d35","AsterandFALSE"
0.15,"86e33bf2-c442-4840-ac13-6c765c56757f","UNC","Thyroid gland","LUSC","Illumina","Asterand",FALSE,"676538d3-7ef9-4258-9c69-b5b26a51032d","AsterandFALSE"
0.16,"9536b083-3202-4bbd-9a11-933dc46ff7c8","UNC","Thyroid gland","LUSC","Illumina","Asterand",FALSE,"ae16acee-37ec-4145-8f1f-dea7b16bd75e","AsterandFALSE"
0.15,"511fe204-7ff0-467b-a0fd-fe617d7c9769","UNC","Thyroid gland","LUSC","Illumina","Christiana Healthcare",FALSE,"376cf049-3371-405e-9027-695457e17c2e","Christiana HealthcareFALSE"
0.15,"a2c7c557-bc91-4002-ad57-38ea89f20dd3","UNC","Thyroid gland","LUSC","Illumina","ABS - IUPUI",FALSE,"4ee0665a-49b1-4a80-a481-187f3900e135","ABS - IUPUIFALSE"
0.13,"19d06e99-55bf-4d91-8b57-1ff78922e50d","UNC","Thyroid gland","LUAD","Illumina","Christiana Healthcare",FALSE,"50c1072f-638d-41cd-85b7-708f5059099d","Christiana HealthcareFALSE"
0.15,"e8d85eab-863d-4fbf-a163-25b27e321fac","UNC","Head of pancreas","LUAD","Illumina","International Genomics Consortium",FALSE,"e1953b6d-26ef-4f29-8da4-ddd17f6bc855","International Genomics ConsortiumFALSE"
0.17,"20047491-1787-4f56-8e0b-31305117118d","UNC","Head of pancreas","LUAD","Illumina","International Genomics Consortium",FALSE,"82b7b19d-162c-417e-b38b-d1ac77a4969d","International Genomics ConsortiumFALSE"
0.17,"228ce0b3-3fc1-4f21-9457-d544e7ab099f","UNC","Head of pancreas","LUAD","Illumina","International Genomics Consortium",FALSE,"cff4afbe-688f-4103-a4d8-e7a5c27628be","International Genomics ConsortiumFALSE"
0.14,"8a08a2d5-aff8-45bf-901c-cdb22a986e3d","UNC","Thyroid gland","LUAD","Illumina","St Joseph's Medical Center (MD)",FALSE,"5ff00368-bf50-4d62-9204-d2b801eea88d","St Joseph's Medical Center (MD)FALSE"
0.14,"4f7de6bd-55ea-43c3-a04a-1c57d647d4d3","UNC","Pancreas, NOS","LUAD","Illumina","University of Pittsburgh",FALSE,"7c7b8c42-47c2-4106-880a-dfd0cb53b3c2","University of PittsburghFALSE"
0.15,"10cdc012-492d-4090-83ab-ff73ac0ee536","UNC","Head of pancreas","LUAD","Illumina","Christiana Healthcare",FALSE,"762e0be3-784f-445c-b122-fd975f09e344","Christiana HealthcareFALSE"
0.13,"e8201520-ef57-4d6f-9e16-d726ddd031df","UNC","Thyroid gland","LUAD","Illumina","Christiana Healthcare",FALSE,"a314ea2c-5bc0-4b07-b4c8-9fcafd9acaa8","Christiana HealthcareFALSE"
0.16,"9ee78774-70e9-4dcd-9295-812363911605","UNC","Thyroid gland","LUAD","Illumina","Candler",FALSE,"53dfb839-1ccc-4436-9c56-4eb69c919b80","CandlerFALSE"
0.18,"ed63448c-0fa2-4377-9802-f10665d50766","UNC","Thyroid gland","LUSC","Illumina","Washington University - CHUV",FALSE,"ee1f09ca-af2a-462e-a52a-b1f12366e47b","Washington University - CHUVFALSE"
0.14,"d3c00721-cd8d-46b5-8ca2-ea42b82ee399","UNC","Upper lobe, lung","LUSC","Illumina","Asterand",FALSE,"44e62577-bec6-44c6-b536-3bc23261453a","AsterandFALSE"
0.16,"54531d92-cc37-47b9-acb4-588d0d66a27a","UNC","Thyroid gland","LUSC","Illumina","Fox Chase Cancer Center",FALSE,"0255b5b2-56ea-4e04-9e1b-838235eac0a0","Fox Chase Cancer CenterFALSE"
0.15,"18bcfa49-3e77-4a97-b67f-410e1833e8fc","UNC","Thyroid gland","LUSC","Illumina","Indivumed",FALSE,"907d461d-076f-4a1b-a9b5-ba96d3a36d3c","IndivumedFALSE"
0.17,"56f876dd-7e07-4bf1-a672-ac629905a8b5","UNC","Lower lobe, lung","LUSC","Illumina","Ontario Institute for Cancer Research",FALSE,"ad36ff4b-3cca-4c25-bcbe-afa12dfaab60","Ontario Institute for Cancer ResearchFALSE"
0.16,"fb8977da-1321-4122-9b28-1caba6a705c0","UNC","Thyroid gland","LUSC","Illumina","Prince Charles Hospital",FALSE,"3cb90ebf-d0b4-4a34-ae5b-d19b250fc6c8","Prince Charles HospitalFALSE"
0.18,"8d6896e4-4534-4026-84e2-decab7b0c561","UNC","Thyroid gland","LUSC","Illumina","ABS - IUPUI",FALSE,"3018c182-0e50-4804-9bec-44048879155b","ABS - IUPUIFALSE"
0.16,"0c19860c-e865-4df0-a0ff-112c6a80a09d","UNC","Thyroid gland","LUSC","Illumina","Christiana Healthcare",FALSE,"fa195c14-e0f3-4c5a-aa6f-20a553386099","Christiana HealthcareFALSE"
0.18,"77304376-6fc2-425b-82f8-3670aa891886","UNC","Rectosigmoid junction","LUAD","Illumina","Gundersen Lutheran Health System",FALSE,"464ea777-62fe-4191-bfec-818e6bb0234b","Gundersen Lutheran Health SystemFALSE"
