"Taxa","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","TaxLev","mouse.line"
"s__Exiguobacterium sp. N4-1P",15946.5718174326,0.215652488535485,1.51990269563371,0.141885720154981,0.887170273863078,0.999681540509329,"species","Balbc"
"s__Finegoldia magna",1264.98058093449,-0.861283749941606,1.55738122840642,-0.553033344843194,0.580240577368915,0.999681540509329,"species","Balbc"
"s__Flexistipes sinusarabici",18.0882655239994,1.49052140380916,2.84243974419714,0.524381002922601,0.600013566886004,0.999681540509329,"species","Balbc"
"s__Frankia sp. EAN1pec",17.5063182383027,-0.533915142493971,3.15815057420167,-0.169059432078832,0.865749894063916,0.999681540509329,"species","Balbc"
"s__Fusarium fujikuroi",115.810831532142,1.34844840447838,2.37518385471468,0.567723800328866,0.570222528000049,0.999681540509329,"species","Balbc"
"s__Fusarium oxysporum",91.3397448149908,-0.0772919323651569,1.60806627027152,-0.0480651412159191,0.961664327360145,0.999681540509329,"species","Balbc"
"s__Fusarium pseudograminearum",335.871699937786,-0.197493437987001,1.56493834564701,-0.126198861786692,0.899574512326013,0.999681540509329,"species","Balbc"
"s__Fusarium verticillioides",1344.46636166571,0.509532747271651,1.52399577858371,0.334339999120714,0.738123010386501,0.999681540509329,"species","Balbc"
"s__Gemella haemolysans",260.034553370196,-0.189129910760837,1.94817024581117,-0.0970807921779384,0.92266223442367,0.999681540509329,"species","Balbc"
"s__Gemella morbillorum",62.7935296205436,0.42746033978008,3.20667990646884,0.133303089877404,0.893953684042159,0.999681540509329,"species","Balbc"
"s__Gemmatirosa kalamazoonesis",5.75288466372821,0.332750208214378,3.3608895611634,0.0990065880353395,0.921133039311592,0.999681540509329,"species","Balbc"
"s__Geomonas sp. RF4",38.7614512676632,0.318496799066941,2.54934619556001,0.124932737508009,0.900576800622088,0.999681540509329,"species","Balbc"
"s__Georgenia faecalis",18.9963239878524,-1.30678030275516,2.82377413447818,-0.462777913714633,0.643523563960887,0.999681540509329,"species","Balbc"
"s__Gibbon ape leukemia virus",28.3781055389413,-1.4557601550904,3.17228243092006,-0.458899920417295,0.646306035925512,0.999681540509329,"species","Balbc"
"s__Gordonia bronchialis",36.6554008354945,-0.936916065464571,2.27834898274029,-0.411225880039543,0.680906913083293,0.999681540509329,"species","Balbc"
"s__Gordonia sp. JH63",15.7581255005565,-1.62511591564512,2.81805512551489,-0.576679959498023,0.564155672843562,0.999681540509329,"species","Balbc"
"s__Gordonia terrae",47.392653157244,0.752710249063317,2.55188207022539,0.294962787601245,0.768022306827708,0.999681540509329,"species","Balbc"
"s__Haemophilus influenzae",71.8690035756773,-0.726850016484994,1.95601401580422,-0.371597550228262,0.710192513328479,0.999681540509329,"species","Balbc"
"s__Haemophilus parainfluenzae",580.572763911179,0.0124931890322737,1.59046984203823,0.00785503044576017,0.993732656933506,0.999681540509329,"species","Balbc"
"s__Haemophilus sp. oral taxon 036",42.3606139179493,0.947868545129047,2.53571662351427,0.37380696894095,0.708547934302741,0.999681540509329,"species","Balbc"
"s__Halobacillus mangrovi",705.8995557816,0.13410378513304,1.5242700462646,0.0879790201622588,0.929893350957638,0.999681540509329,"species","Balbc"
"s__Halomonas hydrothermalis",761.462412084311,-0.17676007909015,1.5393083245665,-0.11483084725078,0.908579198207117,0.999681540509329,"species","Balbc"
"s__Halomonas meridiana",32.8283773616772,0.776250103511723,2.85652716925276,0.271746095002059,0.785817255785804,0.999681540509329,"species","Balbc"
"s__Halomonas sp. 18071143",138.033781689275,-0.190541950761402,1.59346782023122,-0.119576905377201,0.904818315272824,0.999681540509329,"species","Balbc"
"s__Halomonas sp. N3-2A",9113.40079320055,0.317142174298254,1.50837439803715,0.210254280840985,0.833469216270364,0.999681540509329,"species","Balbc"
"s__Haloprofundus sp. MHR1",9.25164910548576,-0.643137489185165,3.23740696819782,-0.198658214893255,0.842530112150855,0.999681540509329,"species","Balbc"
"s__Heliconius erato iflavirus",14.168214889455,0.952676762349386,3.18490982871951,0.299122051669642,0.764846921326744,0.999681540509329,"species","Balbc"
"s__Homo sapiens",1804270.95312099,0.469456787655757,1.52181065267906,0.308485675816045,0.757712798183984,0.999681540509329,"species","Balbc"
"s__Humibacter sp. BT305",26.472356592744,-0.569591401084223,2.87122504646027,-0.198379225545706,0.842748370053535,0.999681540509329,"species","Balbc"
"s__Hydrogenophaga sp. NH-16",45.9889038149659,-1.07854641656298,2.83561023649151,-0.380357780728518,0.703679849799742,0.999681540509329,"species","Balbc"
"s__Hymenobacter sp. BRD128",15.2187625598246,-1.62618389019429,3.16239585085433,-0.514225279468088,0.607094495549813,0.999681540509329,"species","Balbc"
"s__Iamia sp. SCSIO 61187",14.4225146421511,0.923759790417962,3.19651199820148,0.288989933695765,0.772589080813045,0.999681540509329,"species","Balbc"
"s__Kineococcus radiotolerans",31.4055047616256,-1.26223550379986,2.24051931276615,-0.563367383895257,0.573184742118295,0.999681540509329,"species","Balbc"
"s__Kingella oralis",16.8793174943977,1.39222903317111,3.16371292112669,0.440061746397423,0.65989238687997,0.999681540509329,"species","Balbc"
"s__Kinneretia sp. DAIF2",40.9766700591649,0.0351970317542549,2.57515744551278,0.0136679144863883,0.989094921587039,0.999681540509329,"species","Balbc"
"s__Kirsten murine sarcoma virus",61.6733072090239,0.376594606021284,1.60498124262756,0.23464112602634,0.814487286562231,0.999681540509329,"species","Balbc"
"s__Klebsiella pneumoniae",142.556226809902,-1.16421412501244,2.62980569719193,-0.442699674069292,0.657982978234643,0.999681540509329,"species","Balbc"
"s__Kluyveromyces marxianus",282.69330740586,0.065420901226581,1.54132774258077,0.0424445102876313,0.966144346221478,0.999681540509329,"species","Balbc"
"s__Koala retrovirus",275.819269926303,0.56114034785425,1.541110184012,0.364114359684149,0.715772614305152,0.999681540509329,"species","Balbc"
"s__Kocuria palustris",73.5076558633736,0.706158652362915,1.93299768333961,0.36531789895521,0.714874118933569,0.999681540509329,"species","Balbc"
"s__Kocuria rhizophila",409.077422938162,0.0747160561876345,1.56792347471839,0.0476528717073096,0.961992894329302,0.999681540509329,"species","Balbc"
"s__Kocuria rosea",13.6203921622317,-0.683040902319218,3.17121827148465,-0.215387540006649,0.829465183677098,0.999681540509329,"species","Balbc"
"s__Kocuria varians",8.96139832676314,-0.582742670587094,3.22302800492734,-0.180805959394768,0.856519885287186,0.999681540509329,"species","Balbc"
"s__Kytococcus sedentarius",64.2218242872126,-0.0163839021568772,2.27797981777292,-0.00719229469420627,0.994261428581983,0.999681540509329,"species","Balbc"
"s__Laceyella sacchari",41.3115864845964,0.167752461029095,1.90580018868002,0.0880220612976652,0.929859141816419,0.999681540509329,"species","Balbc"
"s__Lachancea thermotolerans",8.86736575892081,-0.635590800884654,3.22369680989771,-0.19716209009892,0.843700695997135,0.999681540509329,"species","Balbc"
"s__Lactobacillus crispatus",1459.62759588885,0.872832264152982,1.66534435282162,0.524115185351382,0.600198427270937,0.999681540509329,"species","Balbc"
"s__Lactobacillus helveticus",298.454278211535,0.16960138311025,2.21809083340717,0.0764627762559786,0.939050927490003,0.999681540509329,"species","Balbc"
"s__Lactobacillus jensenii",44.5896804740867,0.0918508170582716,2.8879873363102,0.031804438995783,0.974628006622045,0.999681540509329,"species","Balbc"
"s__Laribacter hongkongensis",14.1714096274211,1.46654097006844,3.15870789598167,0.464285086928768,0.642443507087934,0.999681540509329,"species","Balbc"
"s__Lautropia mirabilis",46.5504674079483,-0.329810821081899,1.63545444478501,-0.201663104792414,0.840180108058855,0.999681540509329,"species","Balbc"
"s__Lawsonella clevelandensis",150.445662551402,-0.151081525044419,1.58730406588427,-0.0951812121518462,0.924170892759357,0.999681540509329,"species","Balbc"
"s__Leifsonia shinshuensis",12.6469875163565,-1.29808033787606,3.20310501403772,-0.405256877994066,0.685288700163386,0.999681540509329,"species","Balbc"
"s__Leifsonia xyli",5.75288466372821,0.332750208214378,3.3608895611634,0.0990065880353395,0.921133039311592,0.999681540509329,"species","Balbc"
"s__Leishmania braziliensis",137.553183842884,-0.714987803448983,1.60667583200042,-0.445010617081839,0.656312081506431,0.999681540509329,"species","Balbc"
"s__Leishmania donovani",48.5786171180905,-0.233820278034808,1.96697235895747,-0.118873189534161,0.905375822777014,0.999681540509329,"species","Balbc"
"s__Leishmania infantum",22.4954498669934,0.0835680989993041,2.53990304717681,0.0329020822634128,0.97375267229023,0.999681540509329,"species","Balbc"
"s__Leishmania mexicana",1835.28773254424,-0.0881793913528268,1.52721398480159,-0.0577387270090266,0.953956745443928,0.999681540509329,"species","Balbc"
"s__Leishmania panamensis",553.171283379741,0.326083637185448,1.52689461401127,0.213560015336488,0.83089018312445,0.999681540509329,"species","Balbc"
"s__Leptotrichia wadei",24.9157420381999,-1.24210959453544,2.51911222082506,-0.493074339549916,0.621960061306883,0.999681540509329,"species","Balbc"
"s__Leuconostoc gelidum",5.75288466372821,0.332750208214378,3.3608895611634,0.0990065880353395,0.921133039311592,0.999681540509329,"species","Balbc"
"s__Listeria monocytogenes",76.9032397553002,-0.608197233005597,1.94640195889934,-0.31247257547435,0.754681401982289,0.999681540509329,"species","Balbc"
"s__Malassezia restricta",10088.4422011464,-0.0169452318074557,1.55202095645419,-0.0109181720369095,0.991288732173167,0.999681540509329,"species","Balbc"
"s__Marasmius oreades",23.0586136940869,-0.296554708843968,2.84967856691348,-0.104066020739023,0.917116955930743,0.999681540509329,"species","Balbc"
"s__Marinovum algicola",5.75288466372821,0.332750208214378,3.3608895611634,0.0990065880353395,0.921133039311592,0.999681540509329,"species","Balbc"
"s__Methanobrevibacter olleyae",15.1832054418541,-0.226668863650889,3.19966314984267,-0.0708414770667449,0.943523920803733,0.999681540509329,"species","Balbc"
"s__Methylacidiphilum kamchatkense",328.247180384873,-0.0444566288010879,1.53397191387151,-0.0289813838174431,0.976879437919418,0.999681540509329,"species","Balbc"
"s__Methylobacterium aquaticum",93.9153450820346,1.51531325918892,2.54436364997625,0.59555687301344,0.551471294686627,0.999681540509329,"species","Balbc"
"s__Methylobacterium brachiatum",79.8418569445742,-0.0517597026587133,2.26764467530779,-0.0228253143988213,0.981789615312597,0.999681540509329,"species","Balbc"
"s__Methylobacterium phyllosphaerae",47.0889137324261,-0.686308692514539,3.1978057594594,-0.214618630441945,0.830064667399389,0.999681540509329,"species","Balbc"
"s__Methylobacterium radiotolerans",94.6091564363446,0.516147825521965,2.59120064776242,0.199192534923019,0.84211213868585,0.999681540509329,"species","Balbc"
"s__Methylobacterium sp. C1",115.819984973848,-1.25268177774877,2.5905958322493,-0.48354967693325,0.628705496170552,0.999681540509329,"species","Balbc"
"s__Methylorubrum extorquens",290.178798684655,-0.338663805571588,1.57543034633505,-0.21496590208474,0.829793903264838,0.999681540509329,"species","Balbc"
"s__Microbacterium aurum",80.8848532441536,0.836340050490709,2.22018240798753,0.376698800729984,0.706397454196244,0.999681540509329,"species","Balbc"
"s__Microbacterium oxydans",56.9898213104281,1.1904855354117,2.25738900704518,0.527372788516406,0.597934736293356,0.999681540509329,"species","Balbc"
"s__Microbacterium pygmaeum",13.1065191298539,0.573213074756854,3.19745938965941,0.17927141674125,0.857724589389896,0.999681540509329,"species","Balbc"
"s__Microbacterium sediminis",58.8141123332716,0.0897173109016723,2.29557350156018,0.0390827437416821,0.968824418956627,0.999681540509329,"species","Balbc"
"s__Microbacterium sp. RG1",16.0195243216131,-1.64932241037897,2.84787367129526,-0.579141703862458,0.56249356230367,0.999681540509329,"species","Balbc"
"s__Micrococcus luteus",1071.40816171647,0.490616898535977,1.55112665689534,0.316297122710773,0.751776994884959,0.999681540509329,"species","Balbc"
"s__Micrococcus sp. KBS0714",98.92789868613,1.85430751873978,3.21212282775896,0.577284125848169,0.563747535365946,0.999681540509329,"species","Balbc"
"s__Micromonospora coxensis",223.600874391691,0.641160829624995,2.34687439227768,0.273197761130598,0.784701200902635,0.999681540509329,"species","Balbc"
"s__Micromonospora sp. B006",6.98768813066,0.915982315243926,3.35502218928051,0.27301825846951,0.784839180342342,0.999681540509329,"species","Balbc"
"s__Mitsuaria sp. 7",25.5407447002099,0.0726719557073657,2.52844007745585,0.0287418145105852,0.977070506974083,0.999681540509329,"species","Balbc"
"s__Moraxella osloensis",2789.69144516246,0.383814753935572,1.57072359105816,0.244355376159472,0.806955599002951,0.999681540509329,"species","Balbc"
"s__Morganella morganii",6.98768813066,0.915982315243926,3.35502218928051,0.27301825846951,0.784839180342342,0.999681540509329,"species","Balbc"
"s__Muribaculum gordoncarteri",107.131481754987,-0.543522259091018,1.6045192209161,-0.338744623315072,0.734802121416115,0.999681540509329,"species","Balbc"
"s__Murine leukemia virus",4574.59862972329,0.499150300361073,1.5531029329299,0.321389065578181,0.747915568372279,0.999681540509329,"species","Balbc"
"s__Murine leukemia-related retroviruses",583.090855416759,0.868324578354354,1.56556506749323,0.554639724904381,0.579141111643698,0.999681540509329,"species","Balbc"
"s__Mus musculus mobilized endogenous polytropic provirus",159992.650190891,0.408025995056265,1.53515471087505,0.265788192008144,0.7904023376437,0.999681540509329,"species","Balbc"
"s__Mycobacterium frederiksbergense",5.84691723157054,0.385672034401209,3.36025453906842,0.114774648740786,0.908623743614331,0.999681540509329,"species","Balbc"
"s__Mycobacterium sp. THAF192",233.148273346535,0.190913911727165,1.56390748014988,0.122074939950327,0.902839668444005,0.999681540509329,"species","Balbc"
"s__Mycobacteroides abscessus",9.58829619347482,1.59623033453194,3.20103049332166,0.498661396029238,0.61801794475547,0.999681540509329,"species","Balbc"
"s__Mycolicibacterium aurum",21.1919074278961,-0.941338100261277,2.53031075332798,-0.372024700532607,0.709874458801545,0.999681540509329,"species","Balbc"
"s__Mycolicibacterium fortuitum",47.8896659024815,-0.556008593814981,1.92699564447733,-0.288536507806063,0.77293608900179,0.999681540509329,"species","Balbc"
"s__Mycolicibacterium neoaurum",74.2583867804408,0.998641590547408,1.89072095268728,0.528180316152969,0.597374189982933,0.999681540509329,"species","Balbc"
"s__Nakamurella multipartita",16.5220051849445,1.39608151164586,2.81016829749725,0.496796406424917,0.619332629616845,0.999681540509329,"species","Balbc"
"s__Naumovozyma dairenensis",105.300894265985,0.95214262718211,1.90498555479284,0.499816192719451,0.617204507739287,0.999681540509329,"species","Balbc"
"s__Neisseria elongata",21.1023744200211,1.01123577307814,2.81809970184949,0.358836052682764,0.719717740247997,0.999681540509329,"species","Balbc"
"s__Neisseria mucosa",116.676960941811,-0.799613632499667,2.35230359470531,-0.339927904841653,0.733910821605939,0.999681540509329,"species","Balbc"
"s__Neisseria subflava",63.2540588355381,-1.24347010127225,2.8771620491445,-0.432186328066568,0.665605995299138,0.999681540509329,"species","Balbc"
"s__Neobacillus thermocopriae",53.1749093991748,-1.31679845261726,2.56697670355947,-0.512976393900004,0.607967833484579,0.999681540509329,"species","Balbc"
"s__Neurospora crassa",36.8000432769535,-1.20095210514701,2.55431486073858,-0.470166040845785,0.638236394204081,0.999681540509329,"species","Balbc"
"s__Nocardioides euryhalodurans",19.8743943459813,-0.407203715284221,2.86639135871955,-0.142061450906035,0.887031467013318,0.999681540509329,"species","Balbc"
"s__Nocardioides sp. HDW12B",11.0782844095911,-1.06103346849029,3.20460232030306,-0.331096767223819,0.740571393438806,0.999681540509329,"species","Balbc"
"s__Nocardioides sp. S5",33.6275837402986,1.91019113654747,3.1309936635856,0.610091025977972,0.541801510959754,0.999681540509329,"species","Balbc"
"s__Nocardiopsis dassonvillei",608.999356915199,-0.711305249395634,1.6898877663635,-0.420918633505647,0.673814498176401,0.999681540509329,"species","Balbc"
"s__Nocardiopsis sp. HDS12",409.54784501185,-0.371599239888342,1.66046991646802,-0.223791612364029,0.822919456821801,0.999681540509329,"species","Balbc"
"s__Nostoc sp. NIES-3756",137.075270611417,0.601948844736695,2.58740439886296,0.232645830315981,0.816036436135854,0.999681540509329,"species","Balbc"
"s__Nostoc sp. PCC 7120 = FACHB-418",1760.34407323077,0.720755532196848,1.51368106899585,0.476160762633429,0.633959850819535,0.999681540509329,"species","Balbc"
"s__Ornithinimicrobium flavum",16.94184564948,0.422486728661214,3.15526679639821,0.13389889220889,0.893482526287321,0.999681540509329,"species","Balbc"
"s__Oryzomicrobium terrae",29.9423076936832,-0.817149041140093,2.52285255425979,-0.323898850037967,0.746014614634798,0.999681540509329,"species","Balbc"
"s__Ottowia sp. 27C",6.98768813066,0.915982315243926,3.35502218928051,0.27301825846951,0.784839180342342,0.999681540509329,"species","Balbc"
"s__Pandoravirus salinus",17.2911479766274,-0.544134050104922,2.85208701624496,-0.190784519197919,0.848694417796227,0.999681540509329,"species","Balbc"
"s__Pantoea ananatis",30.2225284883881,-1.19584418510279,2.2096660882314,-0.541187734867185,0.588378190518852,0.999681540509329,"species","Balbc"
"s__Paraoceanicella profunda",63.6115097536104,0.497084798359193,2.28094954973684,0.217928887737365,0.827484518882857,0.999681540509329,"species","Balbc"
"s__Parvimonas micra",39.6243928049409,-1.07390308547087,2.85207766612248,-0.37653360503709,0.706520237316973,0.999681540509329,"species","Balbc"
"s__Pasteurella multocida",335028.302502869,0.291418611438397,1.51303602221889,0.192605203814663,0.847268169186027,0.999681540509329,"species","Balbc"
"s__Pauljensenia hongkongensis",35.3184652506267,-1.49978989452577,2.52797596836778,-0.593276958836808,0.552995816159837,0.999681540509329,"species","Balbc"
"s__Peptoniphilus harei",172.77209862119,-0.782207856254251,1.688197091052,-0.46333918024158,0.643121266038994,0.999681540509329,"species","Balbc"
"s__Phenylobacterium zucineum",19.7878600364816,-0.00364225690092596,3.15627340067173,-0.00115397382880418,0.999079262302778,0.999681540509329,"species","Balbc"
"s__Plasmodium cynomolgi",25.1193866660568,1.32895689020262,2.53896639532193,0.523424371685751,0.600678967703097,0.999681540509329,"species","Balbc"
"s__Plasmodium knowlesi",1079.17405269235,0.164393877312661,1.52335635015965,0.107915575561445,0.914062661766101,0.999681540509329,"species","Balbc"
"s__Plasmodium malariae",120.829822645983,0.694394361261401,1.93860432027542,0.358192929830439,0.720198937887795,0.999681540509329,"species","Balbc"
"s__Plasmodium vinckei",8.96139832676314,-0.582742670587094,3.22302800492734,-0.180805959394768,0.856519885287186,0.999681540509329,"species","Balbc"
"s__Plasmodium vivax",309.65847055386,-0.0139990027646871,1.63616737960796,-0.00855597229180876,0.993173405095572,0.999681540509329,"species","Balbc"
"s__Pochonia chlamydosporia",983.318626806999,0.800148531153634,1.5260971248141,0.524310358851571,0.600062693141939,0.999681540509329,"species","Balbc"
"s__Prevotella copri",47.0279109705106,0.667944752644391,2.85026689764927,0.234344633899117,0.814717437617234,0.999681540509329,"species","Balbc"
"s__Prevotella histicola",37.0468129444504,-0.228946873140476,2.20650954831045,-0.103759747296713,0.917360010991465,0.999681540509329,"species","Balbc"
"s__Prevotella jejuni",16.866217569424,0.45097777752,2.8339413994427,0.159134475260739,0.873562926965648,0.999681540509329,"species","Balbc"
"s__Prevotella melaninogenica",315.970256183712,0.464829034702955,1.63831244946764,0.283724288888849,0.776621679476314,0.999681540509329,"species","Balbc"
"s__Prevotella sp. Rep29",5.75288466372821,0.332750208214378,3.3608895611634,0.0990065880353395,0.921133039311592,0.999681540509329,"species","Balbc"
"s__Propionibacterium freudenreichii",16.4790559351105,0.0359985383952897,2.85996656600528,0.0125870486820311,0.989957253376309,0.999681540509329,"species","Balbc"
"s__Propionibacterium virus P101A",129.126142712032,1.51657116209669,3.24208138061213,0.467777018543053,0.639944056775119,0.999681540509329,"species","Balbc"
"s__Propionibacterium virus P105",80.8238640256977,-0.659211203850716,3.22186621513599,-0.204605393220181,0.837880441368186,0.999681540509329,"species","Balbc"
"s__Propionibacterium virus P91",119.013432540935,-0.73498089167756,2.90993536480055,-0.252576363230644,0.800595597303963,0.999681540509329,"species","Balbc"
"s__Propionibacterium virus PHL095N00",74.0810482916769,-0.153122642479512,3.21902441638769,-0.0475680276607973,0.96206051340269,0.999681540509329,"species","Balbc"
"s__Pseudomonas aeruginosa",363.644754345576,-0.35450198132146,1.5567791405189,-0.227715012421928,0.819867800806198,0.999681540509329,"species","Balbc"
"s__Pseudomonas alcaliphila",35.3498207165128,-1.83606148791712,3.14727318423706,-0.583381670556255,0.559636394113989,0.999681540509329,"species","Balbc"
"s__Pseudomonas azotoformans",18.9245844037584,0.525860309854349,2.56381459150605,0.205108556444187,0.837487311478391,0.999681540509329,"species","Balbc"
"s__Pseudomonas entomophila",6.98768813066,0.915982315243926,3.35502218928051,0.27301825846951,0.784839180342342,0.999681540509329,"species","Balbc"
"s__Pseudomonas frederiksbergensis",107.661518202635,1.07382733570794,1.93964389133759,0.553620868502528,0.579838341075581,0.999681540509329,"species","Balbc"
"s__Pseudomonas fulva",96.6372738076703,1.88769184752199,3.213402011856,0.587443413727028,0.556905943905444,0.999681540509329,"species","Balbc"
"s__Pseudomonas koreensis",135.448592215643,0.965383177119648,1.986436907272,0.485987334199011,0.626976146115759,0.999681540509329,"species","Balbc"
"s__Pseudomonas lundensis",18.7329238356148,0.971578566844032,2.8385319602113,0.342282060044767,0.732138635137576,0.999681540509329,"species","Balbc"
"s__Pseudomonas luteola",63.4442989158779,1.29214864803778,2.25321188836688,0.573469656674998,0.566326738455842,0.999681540509329,"species","Balbc"
"s__Pseudomonas mendocina",39.1161207970559,-0.761934652048173,2.54320430632473,-0.299596320340174,0.764485091266672,0.999681540509329,"species","Balbc"
"s__Pseudomonas moraviensis",106.822892513949,0.548046090550352,2.66106548325892,0.205949870079551,0.83683006966198,0.999681540509329,"species","Balbc"
"s__Pseudomonas nitroreducens",33.0478561807643,0.269778958916051,2.52391441086811,0.106889107552288,0.914876954596224,0.999681540509329,"species","Balbc"
"s__Pseudomonas oleovorans",488.905299212518,0.206332184903749,1.59679804722179,0.129216205682828,0.897186573430851,0.999681540509329,"species","Balbc"
"s__Pseudomonas protegens",61.2534899550981,-0.574491096433398,1.90692840708377,-0.301265162498658,0.763212303872104,0.999681540509329,"species","Balbc"
"s__Pseudomonas psychrophila",13.7762870895602,-1.45654476419658,3.15407559400374,-0.46179767123072,0.644226421052809,0.999681540509329,"species","Balbc"
"s__Pseudomonas putida",411.465922766551,-0.778536022908355,1.61107481578934,-0.483240142095395,0.628925235938346,0.999681540509329,"species","Balbc"
"s__Pseudomonas qingdaonensis",27.207906697877,0.235868141707708,2.82950179584679,0.0833603081835542,0.933565048104752,0.999681540509329,"species","Balbc"
"s__Pseudomonas rhodesiae",43.1145963714658,0.946194296512737,2.86551351263436,0.330200605350791,0.741248389462313,0.999681540509329,"species","Balbc"
"s__Pseudomonas sp. ATCC 13867",5.75288466372821,0.332750208214378,3.3608895611634,0.0990065880353395,0.921133039311592,0.999681540509329,"species","Balbc"
"s__Pseudomonas sp. B11D7D",14.6314883653878,-0.172125352571063,3.16943731218571,-0.0543078583410637,0.956689888744108,0.999681540509329,"species","Balbc"
"s__Pseudomonas sp. LTJR-52",33.8461922281915,0.206903488391676,2.58085309494791,0.0801686422201617,0.936103129747949,0.999681540509329,"species","Balbc"
"s__Pseudomonas sp. SWRI54",33.4029252899731,1.3004727774367,2.83197012232138,0.459211333900196,0.646082412351323,0.999681540509329,"species","Balbc"
"s__Pseudomonas sp. St316",8.83517069026222,-0.553286067082582,3.22888679062118,-0.17135505298287,0.863944594511962,0.999681540509329,"species","Balbc"
"s__Pseudomonas sp. phDV1",303.609395675499,-0.756280695770633,1.64941146491557,-0.458515483769445,0.646582140938409,0.999681540509329,"species","Balbc"
"s__Pseudomonas stutzeri",5021.92112578278,-0.141764279148178,1.51414211290898,-0.093626798924323,0.925405620654792,0.999681540509329,"species","Balbc"
"s__Pseudomonas vancouverensis",13.0454721035293,0.637324049488753,3.21238063407568,0.198396180928334,0.842735105237096,0.999681540509329,"species","Balbc"
"s__Pseudonocardia sp. CGMCC 4.1532",15.1326058854092,-0.240467892817409,3.19882433507269,-0.0751738350183411,0.940076402065737,0.999681540509329,"species","Balbc"
"s__Pyricularia oryzae",57.4161309269719,-0.889622004829877,2.32949911012324,-0.381894116620981,0.702539904407491,0.999681540509329,"species","Balbc"
"s__Pyricularia pennisetigena",114.26448846301,-0.388626845204547,1.58879543068324,-0.244604709768976,0.806762516959118,0.999681540509329,"species","Balbc"
"s__Rahnella aquatilis",32.0471360851601,-0.959569348254959,3.15510008992909,-0.304132775793026,0.761026737329434,0.999681540509329,"species","Balbc"
"s__Rhizoctonia solani",15.874260062736,0.597154900712191,3.15497249945618,0.189274201539038,0.84987791403944,0.999681540509329,"species","Balbc"
"s__Rhodoferax sp. BAB1",12.4361207750577,-1.27161216762835,3.19215250870105,-0.398355706427632,0.69036800304686,0.999681540509329,"species","Balbc"
"s__Roseomonas gilardii",53.2211064636019,-0.924650964996255,2.83737822698384,-0.325882166925334,0.744513508561945,0.999681540509329,"species","Balbc"
"s__Rothia amarae",480.802255389705,-1.01280741967693,2.7652803078856,-0.366258500734539,0.714172192942209,0.999681540509329,"species","Balbc"
"s__Rothia dentocariosa",496.320883549535,-0.260558827357108,1.56290116514756,-0.166714846189591,0.867594423454778,0.999681540509329,"species","Balbc"
"s__Rothia mucilaginosa",951.846107673753,0.923525456900127,1.59518414572756,0.578945985247936,0.562625620241185,0.999681540509329,"species","Balbc"
"s__Rubrobacter xylanophilus",22.4557884393097,1.13772264750526,2.82219367930146,0.403134149101653,0.686849539882667,0.999681540509329,"species","Balbc"
"s__Saccharomyces eubayanus",2347.71962425771,0.199774157224588,1.51234007430664,0.132096054729079,0.894908316437993,0.999681540509329,"species","Balbc"
"s__Salipiger abyssi",3374.9817781465,0.439788153353415,1.55896029941826,0.282103497771898,0.777864151279328,0.999681540509329,"species","Balbc"
"s__Schaalia meyeri",20.7503193645817,-0.0667978527445951,2.8269264483171,-0.0236291442192847,0.981148424912376,0.999681540509329,"species","Balbc"
"s__Schaalia odontolytica",384.080649999765,0.0523244151050555,1.66064753301998,0.0315084411740887,0.974864060405195,0.999681540509329,"species","Balbc"
"s__Schizosaccharomyces pombe",368.439141516965,0.489236937832723,1.62427538571073,0.30120319629091,0.76325955265203,0.999681540509329,"species","Balbc"
"s__Selenomonas sputigena",12.2399025641774,-1.17825567977401,2.83587662353208,-0.415481995936232,0.677789092378983,0.999681540509329,"species","Balbc"
"s__Serratia marcescens",29.0559535828195,-0.699182866775742,3.16753195615089,-0.220734274019882,0.825299342814815,0.999681540509329,"species","Balbc"
"s__Sinorhizobium meliloti",5.84691723157054,0.385672034401209,3.36025453906842,0.114774648740786,0.908623743614331,0.999681540509329,"species","Balbc"
"s__Skermanella sp. TT6",20.4381673235271,0.344442072668073,2.50925568019904,0.137268623275868,0.890818470631356,0.999681540509329,"species","Balbc"
"s__Sphingomonas alpina",30.6296134405671,-1.2454443029325,2.54382280663254,-0.489595540886431,0.624420132465124,0.999681540509329,"species","Balbc"
"s__Sphingomonas koreensis",64.2760922986175,0.116221404354509,2.23118678602729,0.0520895001182066,0.95845737930109,0.999681540509329,"species","Balbc"
"s__Sphingomonas melonis",761.691239153366,0.358299750073495,1.53364921922934,0.233625620240292,0.815275636021098,0.999681540509329,"species","Balbc"
"s__Sphingomonas panacis",20.3441347556847,0.328494637625703,2.21746758318047,0.148139544459338,0.882232641756749,0.999681540509329,"species","Balbc"
"s__Sphingomonas sinipercae",5.84691723157054,0.385672034401209,3.36025453906842,0.114774648740786,0.908623743614331,0.999681540509329,"species","Balbc"
"s__Sphingomonas sp. AAP5",230.391243447883,-0.147255654681995,2.045031261019,-0.0720065543685725,0.942596691762125,0.999681540509329,"species","Balbc"
"s__Sphingomonas sp. Cra20",32.9598524014755,0.0739387067327869,2.58524132060895,0.0286003113687548,0.977183363750806,0.999681540509329,"species","Balbc"
"s__Sphingomonas sp. FARSPH",45.5999431501769,-0.314686713089906,2.86991760087277,-0.109650086467363,0.912686886851847,0.999681540509329,"species","Balbc"
