"sample","buffa.score","source","avg_z_score"
"TCGA-CH-5767-11B-01R-1789-07",-27,"prad",-0.404564128959149
"TCGA-CH-5768-01A-11R-1580-07",-19,"prad-tumor",-0.430312166607944
"TCGA-CH-5768-11A-01R-1580-07",-31,"prad",-0.534084981880561
"TCGA-CH-5769-01A-11R-1580-07",11,"prad-tumor",-0.0720926861328298
"TCGA-CH-5769-11A-01R-1580-07",11,"prad",-0.0407689891306204
"TCGA-CH-5771-01A-21R-1580-07",-19,"prad-tumor",-0.383897323185963
"TCGA-CH-5772-01A-11R-1580-07",-19,"prad-tumor",-0.387379536330288
"TCGA-CH-5788-01A-11R-1580-07",3,"prad-tumor",0.04071357088436
"TCGA-CH-5789-01A-11R-1580-07",-19,"prad-tumor",-0.418395016952668
"TCGA-CH-5790-01A-11R-1580-07",-31,"prad-tumor",-0.508892545228486
"TCGA-CH-5791-01A-11R-1580-07",-27,"prad-tumor",-0.45819967197499
"TCGA-CH-5792-01A-11R-1580-07",-23,"prad-tumor",-0.386649533387531
"TCGA-CH-5794-01A-11R-1580-07",-13,"prad-tumor",-0.236667401399058
"TCGA-CI-6619-01B-11R-1830-07",21,"read-tumor",0.157427134408623
"TCGA-CI-6620-01A-11R-1830-07",19,"read-tumor",0.227366525321684
"TCGA-CI-6621-01A-11R-1830-07",23,"read-tumor",0.161508572051307
"TCGA-CI-6622-01A-11R-1830-07",17,"read-tumor",-0.00357419068408441
"TCGA-CI-6623-01B-11R-1830-07",11,"read-tumor",0.186071740592943
"TCGA-CI-6624-01C-11R-1830-07",11,"read-tumor",-0.0892851326612435
"TCGA-CJ-4634-01A-02R-1325-07",-1,"kirc-tumor",0.313750574099063
"TCGA-CJ-4635-01A-02R-1305-07",17,"kirc-tumor",0.476008197270427
"TCGA-CJ-4636-01A-02R-1325-07",21,"kirc-tumor",0.323130412704601
"TCGA-CJ-4637-01A-02R-1325-07",23,"kirc-tumor",0.45338899172569
"TCGA-CJ-4639-01A-02R-1325-07",1,"kirc-tumor",0.44396085681909
"TCGA-CJ-4640-01A-02R-1325-07",5,"kirc-tumor",0.0654272732369676
"TCGA-CJ-4641-01A-02R-1325-07",15,"kirc-tumor",0.392909845060353
"TCGA-CJ-4643-01A-02R-1325-07",3,"kirc-tumor",0.438388954743979
"TCGA-CJ-4644-01A-02R-1325-07",15,"kirc-tumor",0.633943420121508
"TCGA-CJ-4868-01A-01R-1305-07",39,"kirc-tumor",1.15436907518933
"TCGA-CJ-4869-01A-02R-1426-07",11,"kirc-tumor",0.569041654267234
"TCGA-CJ-4870-01A-01R-1305-07",15,"kirc-tumor",0.741243314248933
"TCGA-CJ-4871-01A-01R-1305-07",23,"kirc-tumor",0.945696022715518
"TCGA-CJ-4872-01A-01R-1305-07",19,"kirc-tumor",0.492837997379711
"TCGA-CJ-4874-01A-01R-1305-07",13,"kirc-tumor",0.444537102069916
"TCGA-CJ-4878-01A-01R-1305-07",15,"kirc-tumor",0.632631808446298
"TCGA-CJ-4881-01A-01R-1305-07",25,"kirc-tumor",0.726007611432928
"TCGA-CJ-4882-01A-02R-1426-07",13,"kirc-tumor",0.248108349222215
"TCGA-CJ-4884-01A-01R-1305-07",17,"kirc-tumor",0.564370932740055
"TCGA-CJ-4885-01A-01R-1305-07",11,"kirc-tumor",0.693601045049184
"TCGA-CJ-4886-01A-01R-1305-07",9,"kirc-tumor",0.489305958481492
"TCGA-CJ-4887-01A-01R-1305-07",11,"kirc-tumor",0.616734283747234
"TCGA-CJ-4888-01A-01R-1305-07",15,"kirc-tumor",0.323879153985478
"TCGA-CJ-4889-01A-01R-1305-07",11,"kirc-tumor",0.174562606293289
"TCGA-CJ-4890-01A-01R-1305-07",21,"kirc-tumor",0.086427465068651
"TCGA-CJ-4892-01A-01R-1305-07",1,"kirc-tumor",0.539255000467887
"TCGA-CJ-4893-01A-01R-1305-07",11,"kirc-tumor",0.467745144973299
"TCGA-CJ-4894-01A-01R-1305-07",-3,"kirc-tumor",-0.0911484551456412
"TCGA-CJ-4895-01A-01R-1305-07",17,"kirc-tumor",0.730674214706935
"TCGA-CJ-4897-01A-03R-1426-07",1,"kirc-tumor",0.516664808240391
"TCGA-CJ-4899-01A-01R-1334-07",7,"kirc-tumor",0.51597977658185
"TCGA-CJ-4900-01A-01R-1334-07",23,"kirc-tumor",0.306673486402958
"TCGA-CJ-4901-01A-01R-1426-07",29,"kirc-tumor",0.771259569139966
"TCGA-CJ-4902-01A-01R-1426-07",7,"kirc-tumor",0.427444340679975
"TCGA-CJ-4903-01A-01R-1426-07",1,"kirc-tumor",0.42766631101889
"TCGA-CJ-4904-01A-02R-1426-07",7,"kirc-tumor",0.29796719917697
"TCGA-CJ-4905-01A-02R-1426-07",5,"kirc-tumor",0.375773182576239
"TCGA-CJ-4907-01A-01R-1426-07",5,"kirc-tumor",0.608776282119268
"TCGA-CJ-4908-01A-01R-1426-07",9,"kirc-tumor",0.283630131830854
"TCGA-CJ-4912-01A-01R-1426-07",9,"kirc-tumor",0.531861055704083
"TCGA-CJ-4916-01A-01R-1426-07",1,"kirc-tumor",0.40599048664538
"TCGA-CJ-4918-01A-01R-1426-07",9,"kirc-tumor",0.163282243640486
"TCGA-CJ-4920-01A-01R-1426-07",13,"kirc-tumor",0.791729508587673
"TCGA-CJ-4923-01A-01R-1426-07",29,"kirc-tumor",0.864775605250701
"TCGA-CJ-5671-01A-11R-1541-07",17,"kirc-tumor",0.445585196955096
"TCGA-CJ-5672-01A-11R-1541-07",9,"kirc-tumor",0.489751028589338
"TCGA-CJ-5672-11A-01R-1541-07",-19,"kirc",-0.388582224766337
"TCGA-CJ-5675-01A-11R-1541-07",9,"kirc-tumor",0.590179848774686
"TCGA-CJ-5676-11A-01R-1541-07",-15,"kirc",-0.306353416845655
"TCGA-CJ-5677-01A-11R-1541-07",31,"kirc-tumor",0.902594159796029
"TCGA-CJ-5677-11A-01R-1541-07",-19,"kirc",-0.365325026410998
"TCGA-CJ-5678-11A-01R-1541-07",-23,"kirc",-0.407378878856919
"TCGA-CJ-5679-01A-11R-1541-07",25,"kirc-tumor",1.23442345065747
"TCGA-CJ-5679-11A-01R-1541-07",-15,"kirc",-0.367949691241476
"TCGA-CJ-5680-01A-11R-1541-07",5,"kirc-tumor",0.744679827643071
"TCGA-CJ-5680-11A-01R-1541-07",5,"kirc",-0.152001360411443
"TCGA-CJ-5681-01A-11R-1541-07",11,"kirc-tumor",0.282571719796912
"TCGA-CJ-5681-11A-01R-1541-07",15,"kirc",-0.0264240184145599
"TCGA-CJ-5682-01A-11R-1541-07",13,"kirc-tumor",0.157928083306342
"TCGA-CJ-5683-01A-11R-1541-07",17,"kirc-tumor",0.727416675605079
"TCGA-CJ-5684-01A-11R-1541-07",9,"kirc-tumor",0.632672304803242
"TCGA-CJ-5686-01A-11R-1672-07",9,"kirc-tumor",0.698664084355615
"TCGA-CJ-5689-01A-11R-1541-07",21,"kirc-tumor",0.363801308586521
"TCGA-CJ-5689-11A-01R-1541-07",-5,"kirc",-0.256076710799037
"TCGA-CJ-6027-01A-11R-1672-07",33,"kirc-tumor",0.748665767762524
"TCGA-CJ-6028-01A-11R-1672-07",23,"kirc-tumor",0.458984580433737
"TCGA-CJ-6030-01A-11R-1672-07",11,"kirc-tumor",0.343579786519931
"TCGA-CJ-6030-11A-01R-1672-07",-11,"kirc",-0.268528760764788
"TCGA-CJ-6031-01A-11R-1672-07",17,"kirc-tumor",0.424110744038013
"TCGA-CJ-6032-01A-11R-1672-07",15,"kirc-tumor",0.434715686937883
"TCGA-CJ-6033-01A-11R-1672-07",31,"kirc-tumor",0.735494843752917
"TCGA-CJ-6033-11A-01R-1858-07",-15,"kirc",-0.305662724331053
"TCGA-CK-4947-01B-11R-1653-07",21,"coad-tumor",-0.0559287280911469
"TCGA-CK-4948-01B-11R-1653-07",25,"coad-tumor",0.201928305782253
"TCGA-CK-4950-01A-01R-1723-07",27,"coad-tumor",0.177510048663371
"TCGA-CK-4951-01A-01R-1410-07",27,"coad-tumor",0.159726979212727
"TCGA-CK-4952-01A-01R-1723-07",31,"coad-tumor",0.502744409985265
"TCGA-CK-5912-01A-11R-1653-07",-7,"coad-tumor",-0.157042900454801
"TCGA-CK-5913-01A-11R-1653-07",37,"coad-tumor",0.568716877214139
"TCGA-CK-5914-01A-11R-1653-07",17,"coad-tumor",0.152742328888546
"TCGA-CK-5915-01A-11R-1653-07",13,"coad-tumor",0.0445590622605232
"TCGA-CK-5916-01A-11R-1653-07",25,"coad-tumor",0.358372823434437
"TCGA-CK-6746-01A-11R-1839-07",13,"coad-tumor",0.159332754754989
"TCGA-CK-6747-01A-11R-1839-07",23,"coad-tumor",0.252318549681234
"TCGA-CK-6748-01A-11R-1839-07",5,"coad-tumor",-0.0263059142650801
"TCGA-CK-6751-01A-11R-1839-07",31,"coad-tumor",0.250848207938212
"TCGA-CL-4957-01A-01R-1736-07",17,"read-tumor",0.277847884059408
"TCGA-CL-5917-01A-11R-1660-07",19,"read-tumor",0.27006292163035
"TCGA-CM-4744-01A-01R-A32Z-07",17,"coad-tumor",0.315766226145848
"TCGA-CM-4747-01A-01R-1410-07",15,"coad-tumor",-0.0308314437639099
"TCGA-CM-4751-01A-02R-1839-07",35,"coad-tumor",0.190896664498214
"TCGA-CM-5344-01A-21R-1723-07",11,"coad-tumor",-0.094833810728056
"TCGA-CM-5348-01A-21R-1723-07",-7,"coad-tumor",-0.0712251368600024
"TCGA-CM-5349-01A-21R-1723-07",13,"coad-tumor",0.0986033630335909
"TCGA-CM-5860-01A-01R-1653-07",23,"coad-tumor",0.299684539230348
"TCGA-CM-5861-01A-01R-1653-07",19,"coad-tumor",-0.030197151694425
"TCGA-CM-5862-01A-01R-1653-07",-1,"coad-tumor",0.207574440725574
"TCGA-CM-5863-01A-21R-1839-07",7,"coad-tumor",-0.148238884037185
"TCGA-CM-5864-01A-01R-1653-07",7,"coad-tumor",0.19698350365771
"TCGA-CM-5868-01A-01R-1653-07",9,"coad-tumor",0.123565075647776
"TCGA-CM-6161-01A-11R-1653-07",-7,"coad-tumor",-0.166289796026623
"TCGA-CM-6162-01A-11R-1653-07",19,"coad-tumor",0.0538616110275724
"TCGA-CM-6163-01A-11R-1653-07",-3,"coad-tumor",-0.128633325574389
"TCGA-CM-6164-01A-11R-1653-07",3,"coad-tumor",-0.131407089464709
"TCGA-CM-6165-01A-11R-1653-07",1,"coad-tumor",-0.178945819624092
"TCGA-CM-6166-01A-11R-1653-07",7,"coad-tumor",0.143817929153737
"TCGA-CM-6167-01A-11R-1653-07",-5,"coad-tumor",-0.0566771352081936
"TCGA-CM-6168-01A-11R-1653-07",25,"coad-tumor",0.203233249976294
"TCGA-CM-6169-01A-11R-1653-07",-5,"coad-tumor",-0.075627872069741
"TCGA-CM-6170-01A-11R-1653-07",-5,"coad-tumor",-0.204474710709241
"TCGA-CM-6171-01A-11R-1653-07",23,"coad-tumor",0.0303399858610518
"TCGA-CM-6172-01A-11R-1653-07",3,"coad-tumor",-0.0158337026941553
"TCGA-CM-6674-01A-11R-1839-07",21,"coad-tumor",0.0486775660621426
"TCGA-CM-6675-01A-11R-1839-07",23,"coad-tumor",0.293893404153674
"TCGA-CM-6676-01A-11R-1839-07",21,"coad-tumor",0.285563976611551
"TCGA-CM-6677-01A-11R-1839-07",13,"coad-tumor",0.183393386909846
"TCGA-CM-6678-01A-11R-1839-07",15,"coad-tumor",0.0664753620142458
"TCGA-CM-6679-01A-11R-1839-07",-11,"coad-tumor",-0.250763273618675
"TCGA-CM-6680-01A-11R-1839-07",7,"coad-tumor",-0.124833696983796
"TCGA-CN-4722-01A-01R-1436-07",31,"hnsc-tumor",0.576023778934267
"TCGA-CN-4723-01A-01R-1436-07",43,"hnsc-tumor",1.35237773858274
"TCGA-CN-4725-01A-01R-1436-07",33,"hnsc-tumor",1.21855622705161
"TCGA-CN-4726-01A-01R-1436-07",33,"hnsc-tumor",1.07716195958707
"TCGA-CN-4727-01A-01R-1436-07",39,"hnsc-tumor",1.13756031697424
"TCGA-CN-4728-01A-01R-1436-07",29,"hnsc-tumor",0.292527926853298
"TCGA-CN-4729-01A-01R-1436-07",39,"hnsc-tumor",0.867170078166882
"TCGA-CN-4730-01A-01R-1436-07",35,"hnsc-tumor",1.28768200275805
"TCGA-CN-4731-01A-01R-1436-07",37,"hnsc-tumor",1.12183469677405
"TCGA-CN-4733-01A-02R-1873-07",31,"hnsc-tumor",0.329640181084749
"TCGA-CN-4734-01A-01R-1436-07",35,"hnsc-tumor",1.54866512555613
"TCGA-CN-4735-01A-01R-1436-07",35,"hnsc-tumor",0.545440235945843
"TCGA-CN-4736-01A-01R-1436-07",29,"hnsc-tumor",0.412349041009558
"TCGA-CN-4737-01A-01R-1436-07",23,"hnsc-tumor",0.535805305420437
"TCGA-CN-4738-01A-02R-1514-07",35,"hnsc-tumor",0.7987951002745
"TCGA-CN-4739-01A-02R-1514-07",17,"hnsc-tumor",0.175075317071926
"TCGA-CN-4740-01A-01R-1436-07",31,"hnsc-tumor",0.440252073996542
"TCGA-CN-4741-01A-01R-1436-07",17,"hnsc-tumor",0.194751902490697
"TCGA-CN-4742-01A-02R-1514-07",17,"hnsc-tumor",0.601843489421673
"TCGA-CN-5355-01A-01R-1436-07",27,"hnsc-tumor",0.587679951422387
"TCGA-CN-5356-01A-01R-1436-07",33,"hnsc-tumor",0.497192256527574
"TCGA-CN-5358-01A-01R-1514-07",11,"hnsc-tumor",0.0922890510004626
"TCGA-CN-5359-01A-01R-1436-07",27,"hnsc-tumor",0.495544902199021
"TCGA-CN-5360-01A-01R-1436-07",11,"hnsc-tumor",-0.0871479841796475
"TCGA-CN-5361-01A-01R-1436-07",25,"hnsc-tumor",0.422274841708671
"TCGA-CN-5363-01A-01R-1436-07",39,"hnsc-tumor",1.29208693034472
"TCGA-CN-5364-01A-01R-1436-07",39,"hnsc-tumor",0.898864409337248
"TCGA-CN-5365-01A-01R-1436-07",37,"hnsc-tumor",1.2499961365477
"TCGA-CN-5366-01A-01R-1436-07",33,"hnsc-tumor",0.639074385342551
"TCGA-CN-5367-01A-01R-1436-07",31,"hnsc-tumor",0.571335325311911
"TCGA-CN-5369-01A-01R-1436-07",41,"hnsc-tumor",0.759033419609605
"TCGA-CN-5370-01A-01R-2016-07",37,"hnsc-tumor",0.758242055119548
"TCGA-CN-5373-01A-01R-1436-07",21,"hnsc-tumor",0.620303760005252
"TCGA-CN-5374-01A-01R-1436-07",9,"hnsc-tumor",0.313630062654256
"TCGA-CN-6010-01A-11R-1686-07",31,"hnsc-tumor",0.574582235289007
"TCGA-CN-6011-01A-11R-1686-07",31,"hnsc-tumor",1.23847845254309
"TCGA-CN-6012-01A-11R-1686-07",27,"hnsc-tumor",0.549801990022091
"TCGA-CN-6013-01A-11R-1686-07",21,"hnsc-tumor",0.294620600625318
"TCGA-CN-6016-01A-11R-1686-07",17,"hnsc-tumor",0.409942576340362
"TCGA-CN-6017-01A-11R-1686-07",25,"hnsc-tumor",0.290135421423232
"TCGA-CN-6018-01A-11R-1686-07",33,"hnsc-tumor",1.23194437279045
"TCGA-CN-6019-01A-11R-1686-07",5,"hnsc-tumor",-0.1605026164214
"TCGA-CN-6020-01A-11R-1686-07",35,"hnsc-tumor",0.650630520219525
"TCGA-CN-6021-01A-11R-1686-07",13,"hnsc-tumor",0.116464118833045
"TCGA-CN-6022-01A-21R-1686-07",39,"hnsc-tumor",0.977185901146663
"TCGA-CN-6023-01A-11R-1686-07",19,"hnsc-tumor",0.306033352655269
"TCGA-CN-6024-01A-11R-1686-07",45,"hnsc-tumor",1.38444622201768
"TCGA-CN-6988-01A-11R-1915-07",13,"hnsc-tumor",0.110640795966168
"TCGA-CN-6989-01A-11R-1915-07",35,"hnsc-tumor",0.466601411077624
"TCGA-CN-6992-01A-11R-1915-07",35,"hnsc-tumor",0.52097119118755
"TCGA-CN-6994-01A-11R-1915-07",27,"hnsc-tumor",0.791163316816384
"TCGA-CN-6995-01A-31R-2016-07",41,"hnsc-tumor",1.33108875897689
"TCGA-CN-6996-01A-11R-1915-07",31,"hnsc-tumor",0.695449886544759
"TCGA-CN-6997-01A-11R-2016-07",31,"hnsc-tumor",1.19062033916557
"TCGA-CN-6998-01A-23R-2016-07",35,"hnsc-tumor",1.21590386322353
"TCGA-CN-A497-01A-11R-A24H-07",31,"hnsc-tumor",0.417258680976943
"TCGA-CN-A498-01A-11R-A24H-07",37,"hnsc-tumor",0.998666285893589
"TCGA-CN-A499-01A-11R-A24H-07",41,"hnsc-tumor",1.12787888230725
"TCGA-CN-A49A-01A-11R-A24H-07",37,"hnsc-tumor",0.754459288752406
"TCGA-CN-A49B-01A-31R-A24H-07",35,"hnsc-tumor",0.704696325711079
"TCGA-CN-A49C-01A-11R-A24H-07",27,"hnsc-tumor",0.485065047958182
"TCGA-CN-A63T-01A-11R-A28V-07",39,"hnsc-tumor",0.906291217439941
"TCGA-CN-A63V-01A-11R-A466-07",43,"hnsc-tumor",0.784438117353758
"TCGA-CN-A63W-01A-11R-A30B-07",45,"hnsc-tumor",1.23908055984155
"TCGA-CN-A641-01A-11R-A30B-07",27,"hnsc-tumor",0.438280315171354
"TCGA-CN-A642-01A-12R-A30B-07",45,"hnsc-tumor",0.870733972508109
"TCGA-CN-A6V3-01A-12R-A34R-07",37,"hnsc-tumor",0.790290556125333
"TCGA-CN-A6V6-01A-12R-A34R-07",29,"hnsc-tumor",0.236979703578267
"TCGA-CN-A6V7-01A-12R-A34R-07",29,"hnsc-tumor",0.64054418162744
"TCGA-CQ-5323-01A-01R-1686-07",31,"hnsc-tumor",0.581594652373108
"TCGA-CQ-5324-01A-01R-1686-07",33,"hnsc-tumor",0.973961378093551
"TCGA-CQ-5325-01A-01R-1686-07",37,"hnsc-tumor",0.699105424346725
"TCGA-CQ-5326-01A-01R-1873-07",37,"hnsc-tumor",1.30787860897096
"TCGA-CQ-5327-01A-01R-1686-07",35,"hnsc-tumor",0.597982486106801
"TCGA-CQ-5329-01A-01R-1686-07",35,"hnsc-tumor",0.81099534384086
"TCGA-CQ-5330-01A-01R-1686-07",31,"hnsc-tumor",0.708506987078961
"TCGA-CQ-5331-01A-02R-1873-07",31,"hnsc-tumor",0.502888160668103
"TCGA-CQ-5332-01A-01R-1686-07",39,"hnsc-tumor",0.884994609819268
"TCGA-CQ-5334-01A-01R-1686-07",29,"hnsc-tumor",0.590612771718351
"TCGA-CQ-6218-01A-11R-1915-07",37,"hnsc-tumor",0.808149830950878
"TCGA-CQ-6219-01A-11R-1915-07",31,"hnsc-tumor",0.808738275056951
"TCGA-CQ-6220-01A-11R-1915-07",39,"hnsc-tumor",0.859762327196076
"TCGA-CQ-6221-01A-11R-2081-07",17,"hnsc-tumor",0.361324899065219
"TCGA-CQ-6222-01A-11R-1915-07",27,"hnsc-tumor",0.359803524217099
"TCGA-CQ-6223-01A-11R-1915-07",13,"hnsc-tumor",0.302565626610999
"TCGA-CQ-6224-01A-11R-1915-07",39,"hnsc-tumor",0.728314415916677
"TCGA-CQ-6225-01A-11R-1915-07",35,"hnsc-tumor",0.55723780305908
"TCGA-CQ-6227-01A-11R-1915-07",33,"hnsc-tumor",0.618047859882126
"TCGA-CQ-6228-01A-11R-1915-07",35,"hnsc-tumor",1.65358811768085
"TCGA-CQ-6229-01A-11R-1915-07",25,"hnsc-tumor",0.508304305023114
"TCGA-CQ-7063-01A-11R-2403-07",27,"hnsc-tumor",0.642977311647079
"TCGA-CQ-7065-01A-11R-2081-07",25,"hnsc-tumor",0.575530679728152
"TCGA-CQ-7067-01A-11R-2232-07",23,"hnsc-tumor",0.407073888816209
"TCGA-CQ-7068-01A-11R-2081-07",35,"hnsc-tumor",0.52681062083994
"TCGA-CQ-7069-01A-11R-2403-07",25,"hnsc-tumor",0.573959123656638
"TCGA-CQ-7071-01A-12R-A30B-07",35,"hnsc-tumor",0.96590992322752
"TCGA-CQ-7072-01A-21R-A30B-07",29,"hnsc-tumor",0.56765082779882
"TCGA-CQ-A4C6-01A-11R-A24Z-07",35,"hnsc-tumor",1.04604397338369
"TCGA-CQ-A4C7-01A-11R-A24Z-07",35,"hnsc-tumor",0.784312273973798
"TCGA-CQ-A4C9-01A-11R-A24Z-07",21,"hnsc-tumor",0.280494265214854
"TCGA-CQ-A4CA-01A-11R-A24Z-07",25,"hnsc-tumor",0.726492284119898
"TCGA-CQ-A4CB-01A-11R-A24Z-07",35,"hnsc-tumor",1.13388345921227
"TCGA-CQ-A4CD-01A-21R-A24Z-07",37,"hnsc-tumor",0.952662784443626
"TCGA-CQ-A4CE-01A-11R-A266-07",25,"hnsc-tumor",0.395150194302948
"TCGA-CQ-A4CG-01A-11R-A266-07",41,"hnsc-tumor",1.18524268391315
"TCGA-CQ-A4CH-01A-11R-A266-07",25,"hnsc-tumor",0.902212402584274
"TCGA-CQ-A4CI-01A-11R-A266-07",33,"hnsc-tumor",0.606825987043264
"TCGA-CR-5243-01A-01R-1514-07",25,"hnsc-tumor",0.461752774669082
"TCGA-CR-5247-01A-01R-2016-07",39,"hnsc-tumor",1.34269075315698
"TCGA-CR-5248-01A-01R-2016-07",17,"hnsc-tumor",0.434823458710787
"TCGA-CR-5249-01A-01R-1514-07",25,"hnsc-tumor",0.618204881359564
"TCGA-CR-5250-01A-01R-1514-07",3,"hnsc-tumor",-0.171167595787952
"TCGA-CR-6467-01A-11R-1873-07",23,"hnsc-tumor",0.423551908992099
"TCGA-CR-6470-01A-11R-1873-07",25,"hnsc-tumor",0.262527166471714
"TCGA-CR-6471-01A-11R-1873-07",13,"hnsc-tumor",0.479905729845201
"TCGA-CR-6472-01A-11R-1873-07",21,"hnsc-tumor",0.360327457636477
"TCGA-CR-6473-01A-11R-1873-07",37,"hnsc-tumor",1.09527285904516
"TCGA-CR-6474-01A-11R-1873-07",33,"hnsc-tumor",0.897976409589408
"TCGA-CR-6477-01A-11R-1873-07",35,"hnsc-tumor",1.37038099903296
"TCGA-CR-6478-01A-11R-1873-07",41,"hnsc-tumor",1.2262020583308
"TCGA-CR-6480-01A-11R-1873-07",17,"hnsc-tumor",0.0351416662252075
"TCGA-CR-6481-01A-11R-1873-07",27,"hnsc-tumor",0.593152273695803
"TCGA-CR-6482-01A-11R-1873-07",21,"hnsc-tumor",0.195232999955113
"TCGA-CR-6484-01A-11R-1873-07",31,"hnsc-tumor",0.334313030916483
"TCGA-CR-6487-01A-11R-1873-07",19,"hnsc-tumor",0.186474180301739
"TCGA-CR-6488-01A-12R-2081-07",19,"hnsc-tumor",0.231013863512463
"TCGA-CR-6491-01A-11R-1873-07",37,"hnsc-tumor",1.21404875657056
"TCGA-CR-6492-01A-12R-2081-07",37,"hnsc-tumor",0.51306759159508
"TCGA-CR-6493-01A-11R-1873-07",41,"hnsc-tumor",1.80441280926969
"TCGA-CR-7364-01A-11R-2016-07",25,"hnsc-tumor",0.730690543016804
"TCGA-CR-7365-01A-11R-2016-07",35,"hnsc-tumor",0.897926508434713
"TCGA-CR-7367-01A-11R-2016-07",35,"hnsc-tumor",0.825965089243076
"TCGA-CR-7368-01A-11R-2132-07",21,"hnsc-tumor",0.505437600065829
"TCGA-CR-7369-01A-11R-2132-07",25,"hnsc-tumor",0.575705055400516
"TCGA-CR-7370-01A-11R-2132-07",17,"hnsc-tumor",0.283534420017242
"TCGA-CR-7371-01A-11R-2016-07",33,"hnsc-tumor",0.473312297301064
"TCGA-CR-7372-01A-11R-2016-07",19,"hnsc-tumor",0.379127060142328
"TCGA-CR-7373-01A-11R-2016-07",33,"hnsc-tumor",1.1731459719259
"TCGA-CR-7374-01A-11R-2016-07",13,"hnsc-tumor",0.0918514209539231
"TCGA-CR-7376-01A-11R-2132-07",19,"hnsc-tumor",0.143370982912573
"TCGA-CR-7377-01A-11R-2016-07",31,"hnsc-tumor",0.583452895464758
"TCGA-CR-7379-01A-11R-2016-07",41,"hnsc-tumor",1.16522709823483
"TCGA-CR-7380-01A-11R-2016-07",33,"hnsc-tumor",0.974068924808822
"TCGA-CR-7382-01A-11R-2132-07",19,"hnsc-tumor",0.5304352034213
"TCGA-CR-7383-01A-11R-2132-07",29,"hnsc-tumor",0.858501569127916
"TCGA-CR-7385-01A-11R-2016-07",19,"hnsc-tumor",0.28047506029385
"TCGA-CR-7386-01A-11R-2016-07",33,"hnsc-tumor",0.540199206236544
"TCGA-CR-7388-01A-11R-2016-07",37,"hnsc-tumor",0.575547497567706
"TCGA-CR-7389-01A-11R-2016-07",19,"hnsc-tumor",0.325874304433171
"TCGA-CR-7390-01A-11R-2016-07",37,"hnsc-tumor",1.08012377734559
"TCGA-CR-7391-01A-11R-2016-07",19,"hnsc-tumor",0.177330571428732
"TCGA-CR-7392-01A-11R-2016-07",29,"hnsc-tumor",0.380560215011265
"TCGA-CR-7393-01A-11R-2016-07",9,"hnsc-tumor",-0.0163737665992158
"TCGA-CR-7394-01A-11R-2016-07",21,"hnsc-tumor",0.397080091106477
"TCGA-CR-7395-01A-11R-2016-07",37,"hnsc-tumor",0.736008067814636
"TCGA-CR-7397-01A-11R-2016-07",39,"hnsc-tumor",0.536277468639899
"TCGA-CR-7398-01A-11R-2016-07",23,"hnsc-tumor",0.553405179180341
"TCGA-CR-7399-01A-11R-2016-07",35,"hnsc-tumor",0.884358331888275
"TCGA-CR-7401-01A-11R-2016-07",31,"hnsc-tumor",0.730684598897771
"TCGA-CR-7402-01A-11R-2016-07",33,"hnsc-tumor",0.599477847114319
"TCGA-CR-7404-01A-11R-2132-07",35,"hnsc-tumor",0.505081640180323
"TCGA-CU-A0YN-01A-21R-A10U-07",35,"blca-tumor",1.36880616535819
"TCGA-CU-A0YN-11A-11R-A10U-07",1,"blca",0.602718315841392
"TCGA-CU-A0YO-01A-11R-A10U-07",11,"blca-tumor",-0.118202680968977
"TCGA-CU-A0YR-01A-12R-A10U-07",11,"blca-tumor",0.347236276899471
"TCGA-CU-A0YR-11A-13R-A10U-07",-13,"blca",-0.146304851183881
"TCGA-CU-A3KJ-01A-11R-A21D-07",39,"blca-tumor",1.09718280751569
"TCGA-CU-A3QU-01A-11R-A22U-07",5,"blca-tumor",-0.0530565726159723
"TCGA-CU-A3YL-01A-11R-A22U-07",-15,"blca-tumor",-0.398984722720877
"TCGA-CU-A5W6-01A-11R-A28M-07",23,"blca-tumor",0.364298064553391
"TCGA-CU-A72E-01A-12R-A33J-07",27,"blca-tumor",0.346160046448532
"TCGA-CV-5430-01A-02R-1686-07",5,"hnsc-tumor",0.0371659664554669
"TCGA-CV-5431-01A-01R-1514-07",33,"hnsc-tumor",0.607918127621603
"TCGA-CV-5432-01A-02R-1686-07",37,"hnsc-tumor",1.15418555456834
"TCGA-CV-5434-01A-01R-1686-07",35,"hnsc-tumor",0.61297624122242
"TCGA-CV-5435-01A-01R-1686-07",29,"hnsc-tumor",0.585245296798609
"TCGA-CV-5436-01A-01R-1514-07",39,"hnsc-tumor",1.55941530745735
"TCGA-CV-5439-01A-01R-1686-07",35,"hnsc-tumor",0.845358741840516
"TCGA-CV-5440-01A-01R-1514-07",35,"hnsc-tumor",0.792257788984092
"TCGA-CV-5441-01A-01R-1514-07",41,"hnsc-tumor",0.905765328896177
"TCGA-CV-5442-01A-01R-1514-07",35,"hnsc-tumor",0.60483407353166
"TCGA-CV-5443-01A-01R-1514-07",21,"hnsc-tumor",0.338679217508796
"TCGA-CV-5444-01A-02R-1514-07",27,"hnsc-tumor",0.408488798936484
"TCGA-CV-5966-01A-11R-1686-07",33,"hnsc-tumor",1.31184110560713
"TCGA-CV-5970-01A-11R-1686-07",25,"hnsc-tumor",0.5635268689562
"TCGA-CV-5971-01A-11R-1686-07",23,"hnsc-tumor",0.299766216453011
